cost_cny,lambda_max_enumeration,lambda_max_benders,_merge,absolute_error
0.0,0.5469150866641825,0.5469150866641825,both,0.0
9460.0,0.8466403292460464,0.8466403292460464,both,0.0
14300.0,1.2273796366934238,1.227379636693424,both,2.220446049250313e-16
32360.0,1.5668874267432231,1.5668874267432231,both,0.0
41600.0,1.6666666666666667,1.6666666666666667,both,0.0
51020.0,2.011144422493353,2.011144422493353,both,0.0
56300.0,2.375,2.375,both,0.0
