iteration,phase,status,cost_cny,p1,p2,p3,total_kw,eta,cut_id,cuts,design
444,三维域：固定设计顶点 MP1,optimal,28380.0,0.0,23.39886573557826,0.0,23.39886573557826,0.0,,79,01:H; 13:L; 23:M
445,三维域：固定设计顶点 MP1,cut,28880.0,0.0,0.0,65.0,65.0,0.07464033466014915,80.0,80,01:M; 12:M; 23:L
446,三维域：固定设计顶点 MP1,optimal,28880.0,51.5387749339,13.461225066099997,0.0,65.0,0.0,,80,01:M; 12:M; 23:L
447,三维域：固定设计顶点 MP1,optimal,28880.0,55.4641579824,7.1095167109,2.4263253067,65.0,3.651250339841221e-14,,80,01:M; 12:M; 23:L
448,三维域：固定设计顶点 MP1,optimal,28880.0,59.8578698501,0.0,5.142130149899995,65.0,0.0,,80,01:M; 12:M; 23:L
449,三维域：固定设计顶点 MP1,optimal,28880.0,65.0,0.0,0.0,65.0,0.0,,80,01:M; 12:M; 23:L
450,三维域：固定设计顶点 MP1,optimal,28880.0,0.0,41.8075512797,0.0,41.8075512797,0.0,,80,01:M; 12:M; 23:L
451,三维域：固定设计顶点 MP1,optimal,28880.0,0.0,0.0,24.1938526853,24.1938526853,0.0,,80,01:M; 12:M; 23:L
452,三维域：固定设计顶点 MP1,cut,29300.0,0.0,0.0,35.0,35.0,0.009792507433275578,81.0,81,01:L; 12:H; 23:H
453,三维域：固定设计顶点 MP1,optimal,29300.0,6.9164943813,28.0835056187,0.0,35.0,0.0,,81,01:L; 12:H; 23:H
454,三维域：固定设计顶点 MP1,optimal,29300.0,20.1322617313,0.0,14.8677382687,35.0,0.0,,81,01:L; 12:H; 23:H
455,三维域：固定设计顶点 MP1,optimal,29300.0,35.0,0.0,0.0,35.0,0.0,,81,01:L; 12:H; 23:H
456,三维域：固定设计顶点 MP1,optimal,29300.0,0.0,33.6574208121,0.0,33.6574208121,0.0,,81,01:L; 12:H; 23:H
457,三维域：固定设计顶点 MP1,optimal,29300.0,0.0,0.0,28.704597635495574,28.704597635495574,0.0,,81,01:L; 12:H; 23:H
458,三维域：固定设计顶点 MP1,cut,29640.0,0.0,0.0,30.627244853194252,30.627244853194252,0.031214267714766843,82.0,82,12:M; 13:L; 02:L
459,三维域：固定设计顶点 MP1,optimal,29640.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,82,12:M; 13:L; 02:L
460,三维域：固定设计顶点 MP1,optimal,29640.0,23.0338991272,0.0,0.0,23.0338991272,-5.563791366583553e-14,,82,12:M; 13:L; 02:L
461,三维域：固定设计顶点 MP1,optimal,29640.0,0.0,0.0,14.381286571465418,14.381286571465418,0.0,,82,12:M; 13:L; 02:L
462,三维域：固定设计顶点 MP1,optimal,29680.0,13.9373707859,0.0,21.0626292141,35.0,0.0,,82,01:L; 13:H; 23:M
463,三维域：固定设计顶点 MP1,cut,29680.0,13.9373707859,21.0626292141,0.0,35.0,0.0077147705585756,83.0,83,01:L; 13:H; 23:M
464,三维域：固定设计顶点 MP1,optimal,29680.0,25.614677346,9.385322654,0.0,35.0,0.0,,83,01:L; 13:H; 23:M
465,三维域：固定设计顶点 MP1,optimal,29680.0,35.0,0.0,0.0,35.0,0.0,,83,01:L; 13:H; 23:M
466,三维域：固定设计顶点 MP1,optimal,29680.0,0.0,0.0,31.6119914619,31.6119914619,0.0,,83,01:L; 13:H; 23:M
467,三维域：固定设计顶点 MP1,optimal,29680.0,0.0,24.271128903154725,0.0,24.271128903154725,0.0,,83,01:L; 13:H; 23:M
468,三维域：固定设计顶点 MP1,cut,29900.0,0.0,0.0,100.0,100.0,0.05145436532961164,84.0,84,01:H; 12:L; 13:H
469,三维域：固定设计顶点 MP1,optimal,29900.0,46.5594421646,15.0638549725,38.3767028629,100.0,0.0,,84,01:H; 12:L; 13:H
470,三维域：固定设计顶点 MP1,optimal,29900.0,61.6232971371,0.0,38.3767028629,100.0,0.0,,84,01:H; 12:L; 13:H
471,三维域：固定设计顶点 MP1,optimal,29900.0,84.9361450275,15.063854972499998,0.0,100.0,0.0,,84,01:H; 12:L; 13:H
472,三维域：固定设计顶点 MP1,optimal,29900.0,100.0,0.0,0.0,100.0,0.0,,84,01:H; 12:L; 13:H
473,三维域：固定设计顶点 MP1,optimal,29900.0,0.0,22.4229331278,57.1247030413,79.5476361691,0.0,,84,01:H; 12:L; 13:H
474,三维域：固定设计顶点 MP1,optimal,29900.0,0.0,0.0,67.8487145372,67.8487145372,0.0,,84,01:H; 12:L; 13:H
475,三维域：固定设计顶点 MP1,optimal,29900.0,0.0,35.0,9.593428296,44.593428296,0.0,,84,01:H; 12:L; 13:H
476,三维域：固定设计顶点 MP1,optimal,29900.0,9.593428296,35.0,0.0,44.593428296,0.0,,84,01:H; 12:L; 13:H
477,三维域：固定设计顶点 MP1,optimal,29900.0,0.0,35.0,0.0,35.0,0.0,,84,01:H; 12:L; 13:H
478,三维域：固定设计顶点 MP1,cut,31280.0,0.0,0.0,65.0,65.0,0.05778982985383893,85.0,85,01:M; 12:M; 23:M
479,三维域：固定设计顶点 MP1,optimal,31280.0,51.5387749339,13.461225066099997,0.0,65.0,0.0,,85,01:M; 12:M; 23:M
480,三维域：固定设计顶点 MP1,optimal,31280.0,57.8734690827,0.0,7.126530917299998,65.0,0.0,,85,01:M; 12:M; 23:M
481,三维域：固定设计顶点 MP1,optimal,31280.0,65.0,0.0,0.0,65.0,0.0,,85,01:M; 12:M; 23:M
482,三维域：固定设计顶点 MP1,optimal,31280.0,0.0,41.8075512797,0.0,41.8075512797,0.0,,85,01:M; 12:M; 23:M
483,三维域：固定设计顶点 MP1,optimal,31280.0,0.0,0.0,29.862536628378102,29.862536628378102,0.0,,85,01:M; 12:M; 23:M
484,三维域：固定设计顶点 MP1,cut,31360.0,57.2506493524,30.627244853194274,7.749350647599993,95.62724485319427,0.003409107343578767,86.0,86,01:M; 13:L; 02:L
485,三维域：固定设计顶点 MP1,optimal,31360.0,59.4529725918,30.627244853194274,5.5470274082,95.62724485319427,0.0,,86,01:M; 13:L; 02:L
486,三维域：固定设计顶点 MP1,optimal,31360.0,65.0,30.62724485319426,0.0,95.62724485319426,0.0,,86,01:M; 13:L; 02:L
487,三维域：固定设计顶点 MP1,optimal,31360.0,48.6957681211,30.627244853194274,9.1501542464,88.47316722069428,0.0,,86,01:M; 13:L; 02:L
488,三维域：固定设计顶点 MP1,cut,31360.0,44.0276650151,0.0,20.9723349849,65.0,0.022455404840456383,87.0,87,01:M; 13:L; 02:L
489,三维域：固定设计顶点 MP1,optimal,31360.0,57.7817459194,30.627244853194274,6.1068049687,94.51579574129428,7.485054786188358e-14,,87,01:M; 13:L; 02:L
490,三维域：固定设计顶点 MP1,optimal,31360.0,59.4529725918,0.0,5.5470274082,65.0,0.0,,87,01:M; 13:L; 02:L
491,三维域：固定设计顶点 MP1,optimal,31360.0,65.0,0.0,0.0,65.0,0.0,,87,01:M; 13:L; 02:L
492,三维域：固定设计顶点 MP1,optimal,31360.0,0.0,30.627244853194274,25.4608072138,56.08805206699427,0.0,,87,01:M; 13:L; 02:L
493,三维域：固定设计顶点 MP1,optimal,31360.0,31.3829373797,0.0,14.9490888356,46.3320262153,0.0,,87,01:M; 13:L; 02:L
494,三维域：固定设计顶点 MP1,optimal,31360.0,0.0,30.627244853194274,0.0,30.627244853194274,0.0,,87,01:M; 13:L; 02:L
495,三维域：固定设计顶点 MP1,optimal,31360.0,0.0,0.0,25.4608072138,25.4608072138,0.0,,87,01:M; 13:L; 02:L
496,三维域：固定设计顶点 MP1,cut,31460.0,0.0,19.9040812005,45.0959187995,65.0,0.0421840095921386,88.0,88,01:M; 13:M; 23:L
497,三维域：固定设计顶点 MP1,cut,31460.0,54.9040812005,3.0915382705,7.0043805291,65.0000000001,0.001984825305234357,89.0,89,01:M; 13:M; 23:L
498,三维域：固定设计顶点 MP1,optimal,31460.0,57.639070881,2.2540389369,5.1068901822,65.0000000001,5.044307210176978e-14,,89,01:M; 13:M; 23:L
499,三维域：固定设计顶点 MP1,optimal,31460.0,54.9040812005,0.0,10.0959187995,65.0,0.0,,89,01:M; 13:M; 23:L
500,三维域：固定设计顶点 MP1,optimal,31460.0,60.4386723702,4.5613276298,0.0,65.0,5.3821281859434706e-14,,89,01:M; 13:M; 23:L
501,三维域：固定设计顶点 MP1,optimal,31460.0,65.0,0.0,0.0,65.0,0.0,,89,01:M; 13:M; 23:L
502,三维域：固定设计顶点 MP1,optimal,31460.0,34.7288429429,0.0,19.7449457923,54.4737887352,0.0,,89,01:M; 13:M; 23:L
503,三维域：固定设计顶点 MP1,optimal,31460.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,89,01:M; 13:M; 23:L
504,三维域：固定设计顶点 MP1,optimal,31460.0,1.75952043,21.7461657396,0.0,23.505686169599997,0.0,,89,01:M; 13:M; 23:L
505,三维域：固定设计顶点 MP1,optimal,31460.0,0.0,22.261460741953183,0.0,22.261460741953183,0.0,,89,01:M; 13:M; 23:L
506,三维域：固定设计顶点 MP1,optimal,31480.0,33.6833379816,25.1228739116,6.1937881069,65.0000000001,0.0,,89,01:M; 12:H; 13:M
507,三维域：固定设计顶点 MP1,optimal,31480.0,29.7812072889,25.1228739116,10.0959187995,65.0,0.0,,89,01:M; 12:H; 13:M
508,三维域：固定设计顶点 MP1,optimal,31480.0,39.8771260884,25.1228739116,0.0,65.0,0.0,,89,01:M; 12:H; 13:M
509,三维域：固定设计顶点 MP1,optimal,31480.0,54.9040812005,0.0,10.0959187995,65.0,0.0,,89,01:M; 12:H; 13:M
510,三维域：固定设计顶点 MP1,optimal,31480.0,65.0,0.0,0.0,65.0,0.0,,89,01:M; 12:H; 13:M
511,三维域：固定设计顶点 MP1,optimal,31480.0,0.0,41.3060600814,16.5993202043,57.9053802857,0.0,,89,01:M; 12:H; 13:M
512,三维域：固定设计顶点 MP1,optimal,31480.0,0.0,46.8561864493,8.616048995,55.4722354443,0.0,,89,01:M; 12:H; 13:M
513,三维域：固定设计顶点 MP1,optimal,31480.0,0.0,52.8462323165,0.0,52.8462323165,0.0,,89,01:M; 12:H; 13:M
514,三维域：固定设计顶点 MP1,optimal,31480.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,89,01:M; 12:H; 13:M
515,三维域：固定设计顶点 MP1,optimal,31900.0,84.9361450275,15.063854972499998,0.0,100.0,0.0,,89,01:H; 12:L; 23:H
516,三维域：固定设计顶点 MP1,optimal,31900.0,87.0352825114,4.9430680863,8.0216494023,100.0,0.0,,89,01:H; 12:L; 23:H
517,三维域：固定设计顶点 MP1,optimal,31900.0,88.0605169742,0.0,11.9394830258,100.0,0.0,,89,01:H; 12:L; 23:H
518,三维域：固定设计顶点 MP1,optimal,31900.0,100.0,0.0,0.0,100.0,0.0,,89,01:H; 12:L; 23:H
519,三维域：固定设计顶点 MP1,optimal,31900.0,87.1552298995,0.0,12.140368896482958,99.29559879598295,0.0,,89,01:H; 12:L; 23:H
520,三维域：固定设计顶点 MP1,optimal,31900.0,9.593428296,35.0,0.0,44.593428296,0.0,,89,01:H; 12:L; 23:H
521,三维域：固定设计顶点 MP1,optimal,31900.0,1.7436334553,24.2065320938,10.7934679062,36.7436334553,0.0,,89,01:H; 12:L; 23:H
522,三维域：固定设计顶点 MP1,optimal,31900.0,0.0,21.8090360929,13.1909639071,35.0,0.0,,89,01:H; 12:L; 23:H
523,三维域：固定设计顶点 MP1,optimal,31900.0,0.0,35.0,0.0,35.0,0.0,,89,01:H; 12:L; 23:H
524,三维域：固定设计顶点 MP1,optimal,31900.0,0.0,0.0,31.480371344096838,31.480371344096838,0.0,,89,01:H; 12:L; 23:H
525,三维域：固定设计顶点 MP1,optimal,31900.0,88.7021087706,0.0,11.2978912294,100.0,0.0,,89,01:H; 13:L; 23:H
526,三维域：固定设计顶点 MP1,cut,31900.0,88.7021087706,11.2978912294,0.0,100.0,0.0023076813183965025,90.0,90,01:H; 13:L; 23:H
527,三维域：固定设计顶点 MP1,optimal,31900.0,90.5556795881,9.4443204119,0.0,100.0,0.0,,90,01:H; 13:L; 23:H
528,三维域：固定设计顶点 MP1,optimal,31900.0,100.0,0.0,0.0,100.0,0.0,,90,01:H; 13:L; 23:H
529,三维域：固定设计顶点 MP1,optimal,31900.0,8.662777966039474,0.0,28.307260536,36.97003850203947,0.0,,90,01:H; 13:L; 23:H
530,三维域：固定设计顶点 MP1,optimal,31900.0,1.9015854072,0.0,29.7440994005,31.6456848077,0.0,,90,01:H; 13:L; 23:H
531,三维域：固定设计顶点 MP1,optimal,31900.0,0.0,0.0,30.1482103311,30.1482103311,0.0,,90,01:H; 13:L; 23:H
532,三维域：固定设计顶点 MP1,optimal,31900.0,0.0,26.112415247368883,0.0,26.112415247368883,0.0,,90,01:H; 13:L; 23:H
533,三维域：固定设计顶点 MP1,optimal,32220.0,23.7143169476,30.627244853194274,11.2856830524,65.62724485319427,0.0,,90,01:L; 13:M; 02:L
534,三维域：固定设计顶点 MP1,optimal,32220.0,35.0,30.627244853194252,0.0,65.62724485319426,0.0,,90,01:L; 13:M; 02:L
535,三维域：固定设计顶点 MP1,optimal,32220.0,0.0,30.627244853194274,26.1128667494,56.74011160259427,0.0,,90,01:L; 13:M; 02:L
536,三维域：固定设计顶点 MP1,optimal,32220.0,23.7143169476,0.0,11.2856830524,35.0,0.0,,90,01:L; 13:M; 02:L
537,三维域：固定设计顶点 MP1,optimal,32220.0,35.0,0.0,0.0,35.0,0.0,,90,01:L; 13:M; 02:L
538,三维域：固定设计顶点 MP1,optimal,32220.0,0.0,30.627244853194274,0.0,30.627244853194274,0.0,,90,01:L; 13:M; 02:L
539,三维域：固定设计顶点 MP1,optimal,32220.0,0.0,0.0,26.1128667494,26.1128667494,0.0,,90,01:L; 13:M; 02:L
540,三维域：固定设计顶点 MP1,cut,32220.0,0.0,0.0,30.627244853194252,30.627244853194252,0.02745214080632572,91.0,91,12:L; 13:M; 02:L
541,三维域：固定设计顶点 MP1,optimal,32220.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,91,12:L; 13:M; 02:L
542,三维域：固定设计顶点 MP1,optimal,32220.0,19.1420280332,0.0,0.0,19.1420280332,-6.399736748060637e-14,,91,12:L; 13:M; 02:L
543,三维域：固定设计顶点 MP1,optimal,32220.0,0.0,0.0,15.0166963949,15.0166963949,-4.293617889466928e-14,,91,12:L; 13:M; 02:L
544,三维域：固定设计顶点 MP1,optimal,32360.0,63.770248456,27.4171092766,8.8126422675,100.00000000009999,1.4034839567325994e-13,,91,01:H; 12:M; 13:M
545,三维域：固定设计顶点 MP1,optimal,32360.0,52.020058766,27.4171092766,20.5628319574,100.0,0.0,,91,01:H; 12:M; 13:M
546,三维域：固定设计顶点 MP1,optimal,32360.0,72.5828907234,27.4171092766,0.0,100.0,0.0,,91,01:H; 12:M; 13:M
547,三维域：固定设计顶点 MP1,optimal,32360.0,79.4371680426,0.0,20.5628319574,100.0,0.0,,91,01:H; 12:M; 13:M
548,三维域：固定设计顶点 MP1,optimal,32360.0,100.0,0.0,0.0,100.0,0.0,,91,01:H; 12:M; 13:M
549,三维域：固定设计顶点 MP1,optimal,32360.0,35.2681791386,32.5290897904,24.3968173428,92.19408627179999,0.0,,91,01:H; 12:M; 13:M
550,三维域：固定设计顶点 MP1,optimal,32360.0,42.592951568925116,39.2849866329,0.0,81.87793820182512,0.0,,91,01:H; 12:M; 13:M
551,三维域：固定设计顶点 MP1,optimal,32360.0,0.0,43.2914787594,32.4686090695,75.7600878289,0.0,,91,01:H; 12:M; 13:M
552,三维域：固定设计顶点 MP1,optimal,32360.0,37.33114957240207,0.0,34.4318404319,71.76299000430207,0.0,,91,01:H; 12:M; 13:M
553,三维域：固定设计顶点 MP1,optimal,32360.0,0.0,56.1402367506,0.0,56.1402367506,0.0,,91,01:H; 12:M; 13:M
554,三维域：固定设计顶点 MP1,optimal,32360.0,0.0,0.0,46.7280880609,46.7280880609,0.0,,91,01:H; 12:M; 13:M
555,三维域：固定设计顶点 MP1,optimal,32800.0,32.6966195002,13.461225066099994,18.8421554337,65.0,0.0,,91,01:M; 12:M; 13:H
556,三维域：固定设计顶点 MP1,optimal,32800.0,46.1578445663,0.0,18.8421554337,65.0,0.0,,91,01:M; 12:M; 13:H
557,三维域：固定设计顶点 MP1,optimal,32800.0,51.5387749339,13.461225066099997,0.0,65.0,0.0,,91,01:M; 12:M; 13:H
558,三维域：固定设计顶点 MP1,optimal,32800.0,65.0,0.0,0.0,65.0,0.0,,91,01:M; 12:M; 13:H
559,三维域：固定设计顶点 MP1,optimal,32800.0,0.0,23.6220264903,33.0645905261,56.6866170164,0.0,,91,01:M; 12:M; 13:H
560,三维域：固定设计顶点 MP1,optimal,32800.0,0.0,10.7566866388,41.1839523512,51.94063899,0.0,,91,01:M; 12:M; 13:H
561,三维域：固定设计顶点 MP1,optimal,32800.0,0.0,0.0,47.9725356195,47.9725356195,0.0,,91,01:M; 12:M; 13:H
562,三维域：固定设计顶点 MP1,optimal,32800.0,0.0,41.8075512797,0.0,41.8075512797,0.0,,91,01:M; 12:M; 13:H
563,三维域：固定设计顶点 MP1,cut,32840.0,0.0,0.0,65.0,65.0,0.07017543859649122,92.0,92,01:M; 12:H; 23:L
564,三维域：固定设计顶点 MP1,cut,32840.0,0.0,30.0,35.0,65.0,0.04250678538964301,93.0,93,01:M; 12:H; 23:L
565,三维域：固定设计顶点 MP1,optimal,32840.0,39.8771260884,25.1228739116,0.0,65.0,0.0,,93,01:M; 12:H; 23:L
566,三维域：固定设计顶点 MP1,optimal,32840.0,58.7495645977,0.0,6.2504354023,65.0,-5.766421624346905e-14,,93,01:M; 12:H; 23:L
567,三维域：固定设计顶点 MP1,optimal,32840.0,65.0,0.0,0.0,65.0,0.0,,93,01:M; 12:H; 23:L
568,三维域：固定设计顶点 MP1,optimal,32840.0,4.0579962673,50.0250339013,0.0,54.0830301686,0.0,,93,01:M; 12:H; 23:L
569,三维域：固定设计顶点 MP1,optimal,32840.0,0.0,52.8462323165,0.0,52.8462323165,0.0,,93,01:M; 12:H; 23:L
570,三维域：固定设计顶点 MP1,optimal,32840.0,0.0,45.7238633976,3.7090882809,49.4329516785,0.0,,93,01:M; 12:H; 23:L
571,三维域：固定设计顶点 MP1,optimal,32840.0,18.0024099866,0.0,21.002811650983872,39.00522163758387,0.0,,93,01:M; 12:H; 23:L
572,三维域：固定设计顶点 MP1,optimal,32840.0,0.0,0.0,27.5205262752,27.5205262752,0.0,,93,01:M; 12:H; 23:L
573,三维域：固定设计顶点 MP1,optimal,33000.0,28.7992772669,100.0,6.2007227331,135.0,0.0,,93,01:L; 13:L; 02:H
574,三维域：固定设计顶点 MP1,optimal,33000.0,35.0,100.0,0.0,135.0,0.0,,93,01:L; 13:L; 02:H
575,三维域：固定设计顶点 MP1,optimal,33000.0,0.7829613654,100.0,19.5998303382,120.38279170359999,0.0,,93,01:L; 13:L; 02:H
576,三维域：固定设计顶点 MP1,optimal,33000.0,0.0,100.0,19.9742901216,119.9742901216,0.0,,93,01:L; 13:L; 02:H
577,三维域：固定设计顶点 MP1,optimal,33000.0,0.0,100.0,0.0,100.0,0.0,,93,01:L; 13:L; 02:H
578,三维域：固定设计顶点 MP1,optimal,33000.0,28.7992772669,0.0,6.2007227331,35.0,0.0,,93,01:L; 13:L; 02:H
579,三维域：固定设计顶点 MP1,optimal,33000.0,35.0,0.0,0.0,35.0,0.0,,93,01:L; 13:L; 02:H
580,三维域：固定设计顶点 MP1,optimal,33000.0,5.9937725132,0.0,17.1077032675,23.1014757807,0.0,,93,01:L; 13:L; 02:H
581,三维域：固定设计顶点 MP1,optimal,33000.0,0.0,0.0,19.9742901216,19.9742901216,0.0,,93,01:L; 13:L; 02:H
582,三维域：固定设计顶点 MP1,optimal,33000.0,0.0,99.151576926,0.8484230739999994,100.0,0.0,,93,12:L; 13:L; 02:H
583,三维域：固定设计顶点 MP1,optimal,33000.0,0.0,100.0,0.0,100.0,0.0,,93,12:L; 13:L; 02:H
584,三维域：固定设计顶点 MP1,optimal,33000.0,1.9796538394,98.0203461606,0.0,100.0,0.0,,93,12:L; 13:L; 02:H
585,三维域：固定设计顶点 MP1,optimal,33000.0,34.2435513413,0.0,0.0,34.2435513413,0.0,,93,12:L; 13:L; 02:H
586,三维域：固定设计顶点 MP1,optimal,33000.0,0.0,0.0,18.0756278378,18.0756278378,0.0,,93,12:L; 13:L; 02:H
587,三维域：固定设计顶点 MP1,optimal,33200.0,13.9373707859,0.0,21.0626292141,35.0,0.0,,93,01:L; 13:H; 23:H
588,三维域：固定设计顶点 MP1,cut,33200.0,13.9373707859,21.0626292141,0.0,35.0,0.004457695515482291,94.0,94,01:L; 13:H; 23:H
589,三维域：固定设计顶点 MP1,optimal,33200.0,22.3624224716,12.6375775284,0.0,35.0,0.0,,94,01:L; 13:H; 23:H
590,三维域：固定设计顶点 MP1,optimal,33200.0,35.0,0.0,0.0,35.0,0.0,,94,01:L; 13:H; 23:H
591,三维域：固定设计顶点 MP1,optimal,33200.0,9.6266970723,0.0,24.3254295827,33.952126655,0.0,,94,01:L; 13:H; 23:H
592,三维域：固定设计顶点 MP1,optimal,33200.0,0.0,0.0,31.6119914619,31.6119914619,0.0,,94,01:L; 13:H; 23:H
593,三维域：固定设计顶点 MP1,optimal,33200.0,12.5791103895,19.0099798625,0.0,31.589090252,0.0,,94,01:L; 13:H; 23:H
594,三维域：固定设计顶点 MP1,optimal,33200.0,0.0,27.2034374292,0.0,27.2034374292,0.0,,94,01:L; 13:H; 23:H
595,三维域：固定设计顶点 MP1,cut,33580.0,30.627244853194252,0.0,35.0,65.62724485319426,0.02830807085987721,95.0,95,01:L; 02:L; 23:L
596,三维域：固定设计顶点 MP1,optimal,33580.0,35.0,30.627244853194252,0.0,65.62724485319426,0.0,,95,01:L; 02:L; 23:L
597,三维域：固定设计顶点 MP1,cut,33580.0,45.6529547316,0.0,19.9742901216,65.6272448532,0.018689394265964904,96.0,96,01:L; 02:L; 23:L
598,三维域：固定设计顶点 MP1,optimal,33580.0,35.0,0.0,19.9742901216,54.9742901216,0.0,,96,01:L; 02:L; 23:L
599,三维域：固定设计顶点 MP1,optimal,33580.0,35.0,0.0,0.0,35.0,0.0,,96,01:L; 02:L; 23:L
600,三维域：固定设计顶点 MP1,optimal,33580.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,96,01:L; 02:L; 23:L
601,三维域：固定设计顶点 MP1,optimal,33580.0,0.0,0.0,19.9742901216,19.9742901216,0.0,,96,01:L; 02:L; 23:L
602,三维域：固定设计顶点 MP1,cut,33580.0,0.0,0.0,30.627244853194252,30.627244853194252,0.02006990683629168,97.0,97,12:L; 02:L; 23:L
603,三维域：固定设计顶点 MP1,optimal,33580.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,97,12:L; 02:L; 23:L
604,三维域：固定设计顶点 MP1,cut,33580.0,30.627244853194252,0.0,0.0,30.627244853194252,0.020009486491724602,98.0,98,12:L; 02:L; 23:L
605,三维域：固定设计顶点 MP1,optimal,33580.0,11.2393559095,0.0,12.6442753981,23.883631307599998,1.151721027146527e-13,,98,12:L; 02:L; 23:L
606,三维域：固定设计顶点 MP1,optimal,33580.0,0.0,0.0,19.9742901216,19.9742901216,0.0,,98,12:L; 02:L; 23:L
607,三维域：固定设计顶点 MP1,optimal,33580.0,19.1420280332,0.0,0.0,19.1420280332,0.0,,98,12:L; 02:L; 23:L
608,三维域：固定设计顶点 MP1,cut,33580.0,0.0,0.0,30.627244853194252,30.627244853194252,0.016911522398566144,99.0,99,13:L; 02:L; 23:L
609,三维域：固定设计顶点 MP1,optimal,33580.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,99,13:L; 02:L; 23:L
610,三维域：固定设计顶点 MP1,optimal,33580.0,0.0,0.0,19.9742901216,19.9742901216,-7.68445735893533e-14,,99,13:L; 02:L; 23:L
611,三维域：固定设计顶点 MP1,cut,33580.0,19.9742901216,0.0,0.0,19.9742901216,0.011938233021205563,100.0,100,13:L; 02:L; 23:L
612,三维域：固定设计顶点 MP1,optimal,33580.0,0.0,28.4281560511,1.4341883492,29.8623444003,0.0,,100,13:L; 02:L; 23:L
613,三维域：固定设计顶点 MP1,optimal,33580.0,13.1259620799,0.0,0.0,13.1259620799,-7.039136060298052e-14,,100,13:L; 02:L; 23:L
614,三维域：固定设计顶点 MP1,cut,33600.0,0.0,0.0,30.627244853194252,30.627244853194252,0.02929096049735523,101.0,101,12:H; 13:L; 02:L
615,三维域：固定设计顶点 MP1,optimal,33600.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,101,12:H; 13:L; 02:L
616,三维域：固定设计顶点 MP1,optimal,33600.0,26.0294825539732,0.0,0.0,26.0294825539732,0.0,,101,12:H; 13:L; 02:L
617,三维域：固定设计顶点 MP1,optimal,33600.0,0.0,0.0,15.4946250953,15.4946250953,-5.674859137179734e-14,,101,12:H; 13:L; 02:L
618,三维域：固定设计顶点 MP1,optimal,33720.0,72.5828907234,27.4171092766,0.0,100.0,0.0,,101,01:H; 12:M; 23:L
619,三维域：固定设计顶点 MP1,optimal,33720.0,87.5559352385,3.1890503142,9.2550144473,100.0,0.0,,101,01:H; 12:M; 23:L
620,三维域：固定设计顶点 MP1,optimal,33720.0,89.5267820319,0.0,10.4732179681,100.0,0.0,,101,01:H; 12:M; 23:L
621,三维域：固定设计顶点 MP1,optimal,33720.0,100.0,0.0,0.0,100.0,0.0,,101,01:H; 12:M; 23:L
622,三维域：固定设计顶点 MP1,optimal,33720.0,0.0,56.1402367506,0.0,56.1402367506,0.0,,101,01:H; 12:M; 23:L
623,三维域：固定设计顶点 MP1,optimal,33720.0,0.0,0.0,28.3879404817,28.3879404817,0.0,,101,01:H; 12:M; 23:L
624,三维域：固定设计顶点 MP1,optimal,33860.0,54.9040812005,0.0,10.0959187995,65.0,0.0,,101,01:M; 13:M; 23:M
625,三维域：固定设计顶点 MP1,cut,33860.0,54.9040812005,10.0959187995,0.0,65.0,0.0040638470069322115,102.0,102,01:M; 13:M; 23:M
626,三维域：固定设计顶点 MP1,optimal,33860.0,58.9424487203,6.0575512797,0.0,65.0,0.0,,102,01:M; 13:M; 23:M
627,三维域：固定设计顶点 MP1,optimal,33860.0,65.0,0.0,0.0,65.0,0.0,,102,01:M; 13:M; 23:M
628,三维域：固定设计顶点 MP1,optimal,33860.0,50.0678195652,9.206613237980234,0.0,59.27443280318023,0.0,,102,01:M; 13:M; 23:M
629,三维域：固定设计顶点 MP1,optimal,33860.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,102,01:M; 13:M; 23:M
630,三维域：固定设计顶点 MP1,optimal,33860.0,0.0,26.9726137289,0.0,26.9726137289,0.0,,102,01:M; 13:M; 23:M
631,三维域：固定设计顶点 MP1,cut,34140.0,0.0,30.0,35.0,65.0,0.052400663998831816,103.0,103,12:M; 13:L; 02:M
632,三维域：固定设计顶点 MP1,optimal,34140.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,103,12:M; 13:L; 02:M
633,三维域：固定设计顶点 MP1,optimal,34140.0,34.8396260664,0.0,0.0,34.8396260664,-4.2463195293685716e-14,,103,12:M; 13:L; 02:M
634,三维域：固定设计顶点 MP1,optimal,34140.0,10.7917148544,0.0,12.5903339967,23.382048851100002,-4.478695985256238e-14,,103,12:M; 13:L; 02:M
635,三维域：固定设计顶点 MP1,optimal,34140.0,0.0,0.0,18.2403587833,18.2403587833,-6.949866276881988e-14,,103,12:M; 13:L; 02:M
636,三维域：固定设计顶点 MP1,cut,34800.0,0.0,0.0,65.0,65.0,0.04650261685296223,104.0,104,01:M; 12:M; 23:H
637,三维域：固定设计顶点 MP1,optimal,34800.0,51.5387749339,13.461225066099997,0.0,65.0,0.0,,104,01:M; 12:M; 23:H
