iteration,phase,status,cost_cny,p1,p2,p3,total_kw,eta,cut_id,cuts,design
828,三维域：固定设计顶点 MP1,optimal,39640.0,72.5828907234,27.4171092766,0.0,100.0,0.0,,128,01:H; 12:M; 23:H
829,三维域：固定设计顶点 MP1,optimal,39640.0,81.4282513203,0.0,18.571748679699994,100.0,0.0,,128,01:H; 12:M; 23:H
830,三维域：固定设计顶点 MP1,optimal,39640.0,100.0,0.0,0.0,100.0,0.0,,128,01:H; 12:M; 23:H
831,三维域：固定设计顶点 MP1,optimal,39640.0,0.0,56.1402367506,0.0,56.1402367506,0.0,,128,01:H; 12:M; 23:H
832,三维域：固定设计顶点 MP1,optimal,39640.0,0.0,0.0,43.59382035426972,43.59382035426972,0.0,,128,01:H; 12:M; 23:H
833,三维域：固定设计顶点 MP1,cut,39960.0,0.0,0.0,30.627244853194252,30.627244853194252,0.023425464005666845,129.0,129,12:M; 13:M; 02:L
834,三维域：固定设计顶点 MP1,optimal,39960.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,129,12:M; 13:M; 02:L
835,三维域：固定设计顶点 MP1,optimal,39960.0,23.0338991272,0.0,0.0,23.0338991272,-6.132124760759793e-14,,129,12:M; 13:M; 02:L
836,三维域：固定设计顶点 MP1,optimal,39960.0,0.0,0.0,17.31129665075904,17.31129665075904,0.0,,129,12:M; 13:M; 02:L
837,三维域：固定设计顶点 MP1,optimal,40080.0,48.8310628494,51.1689371506,0.0,100.0,0.0,,129,01:H; 12:H; 23:M
838,三维域：固定设计顶点 MP1,optimal,40080.0,80.7559311051,0.0,19.2440688949,100.0,0.0,,129,01:H; 12:H; 23:M
839,三维域：固定设计顶点 MP1,optimal,40080.0,100.0,0.0,0.0,100.0,0.0,,129,01:H; 12:H; 23:M
840,三维域：固定设计顶点 MP1,optimal,40080.0,0.0,78.0260217178,0.0,78.0260217178,0.0,,129,01:H; 12:H; 23:M
841,三维域：固定设计顶点 MP1,optimal,40080.0,0.0,0.0,44.6749937358,44.6749937358,0.0,,129,01:H; 12:H; 23:M
842,三维域：固定设计顶点 MP1,optimal,40480.0,35.0,55.7434017063,0.0,90.7434017063,0.0,,129,01:L; 02:M; 23:M
843,三维域：固定设计顶点 MP1,cut,40480.0,28.734597188,43.9957714337,11.7476302726,84.4779988943,0.007045872684013975,130.0,130,01:L; 02:M; 23:M
844,三维域：固定设计顶点 MP1,optimal,40480.0,35.0,51.3443346694,2.868956763199499,89.2132914325995,0.0,,130,01:L; 02:M; 23:M
845,三维域：固定设计顶点 MP1,optimal,40480.0,35.0,0.0,36.3543924172,71.3543924172,7.594606536008084e-14,,130,01:L; 02:M; 23:M
846,三维域：固定设计顶点 MP1,optimal,40480.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,130,01:L; 02:M; 23:M
847,三维域：固定设计顶点 MP1,optimal,40480.0,0.0,0.0,36.3543924172,36.3543924172,7.594606536008084e-14,,130,01:L; 02:M; 23:M
848,三维域：固定设计顶点 MP1,optimal,40480.0,35.0,0.0,0.0,35.0,0.0,,130,01:L; 02:M; 23:M
849,三维域：固定设计顶点 MP1,optimal,40480.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,130,12:L; 02:M; 23:M
850,三维域：固定设计顶点 MP1,optimal,40480.0,11.7794189758,6.9812919909,24.1191461346,42.879857101300004,0.0,,130,12:L; 02:M; 23:M
851,三维域：固定设计顶点 MP1,optimal,40480.0,13.4658834014,0.0,27.5722945467,41.0381779481,0.0,,130,12:L; 02:M; 23:M
852,三维域：固定设计顶点 MP1,optimal,40480.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,130,12:L; 02:M; 23:M
853,三维域：固定设计顶点 MP1,optimal,40480.0,22.4902497419,0.0,8.692999096973923,31.183248838873922,0.0,,130,12:L; 02:M; 23:M
854,三维域：固定设计顶点 MP1,optimal,40480.0,26.645532371899794,0.0,0.0,26.645532371899794,0.0,,130,12:L; 02:M; 23:M
855,三维域：固定设计顶点 MP1,cut,40480.0,0.0,47.3561218007,17.6438781993,65.0,0.017927511682704497,131.0,131,13:L; 02:M; 23:M
856,三维域：固定设计顶点 MP1,optimal,40480.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,131,13:L; 02:M; 23:M
857,三维域：固定设计顶点 MP1,cut,40480.0,35.0,2.0767350396,0.0,37.0767350396,0.029638627400232213,132.0,132,13:L; 02:M; 23:M
858,三维域：固定设计顶点 MP1,optimal,40480.0,0.0,0.0,36.3543924172,36.3543924172,3.9276610648177334e-14,,132,13:L; 02:M; 23:M
859,三维域：固定设计顶点 MP1,optimal,40480.0,18.2842221658,1.084899567,0.0,19.3691217328,9.570385253580806e-14,,132,13:L; 02:M; 23:M
860,三维域：固定设计顶点 MP1,optimal,40480.0,18.64713999067904,0.0,0.0,18.64713999067904,0.0,,132,13:L; 02:M; 23:M
861,三维域：固定设计顶点 MP1,optimal,40700.0,86.7565982937,55.7434017063,0.0,142.5,0.0,,132,01:H; 13:L; 02:M
862,三维域：固定设计顶点 MP1,optimal,40700.0,88.7021087706,42.5,11.297891229399994,142.5,0.0,,132,01:H; 13:L; 02:M
863,三维域：固定设计顶点 MP1,optimal,40700.0,100.0,42.5,0.0,142.5,0.0,,132,01:H; 13:L; 02:M
864,三维域：固定设计顶点 MP1,optimal,40700.0,71.8848208498,55.7434017063,14.8717774439,142.49999999999997,0.0,,132,01:H; 13:L; 02:M
865,三维域：固定设计顶点 MP1,optimal,40700.0,42.989155215376094,55.7434017063,21.0124715651,119.74502848677609,0.0,,132,01:H; 13:L; 02:M
866,三维域：固定设计顶点 MP1,optimal,40700.0,88.7021087706,0.0,11.2978912294,100.0,0.0,,132,01:H; 13:L; 02:M
867,三维域：固定设计顶点 MP1,optimal,40700.0,100.0,0.0,0.0,100.0,0.0,,132,01:H; 13:L; 02:M
868,三维域：固定设计顶点 MP1,optimal,40700.0,9.4657981049,55.7434017063,28.1366086082,93.34580841939999,0.0,,132,01:H; 13:L; 02:M
869,三维域：固定设计顶点 MP1,optimal,40700.0,0.0,55.7434017063,30.1482103311,85.8916120374,0.0,,132,01:H; 13:L; 02:M
870,三维域：固定设计顶点 MP1,optimal,40700.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,132,01:H; 13:L; 02:M
871,三维域：固定设计顶点 MP1,optimal,40700.0,0.0,0.0,30.1482103311,30.1482103311,0.0,,132,01:H; 13:L; 02:M
872,三维域：固定设计顶点 MP1,optimal,40740.0,1.1043695581,98.1664494598,0.7291809821,100.00000000000001,0.0,,132,12:M; 13:L; 02:H
873,三维域：固定设计顶点 MP1,optimal,40740.0,0.0,98.9485396177,1.0514603823,100.0,0.0,,132,12:M; 13:L; 02:H
874,三维域：固定设计顶点 MP1,optimal,40740.0,0.0,100.0,0.0,100.0,0.0,,132,12:M; 13:L; 02:H
875,三维域：固定设计顶点 MP1,optimal,40740.0,3.6030873733,96.3969126267,0.0,100.0,0.0,,132,12:M; 13:L; 02:H
876,三维域：固定设计顶点 MP1,optimal,40740.0,49.0778670114,0.0,0.0,49.0778670114,0.0,,132,12:M; 13:L; 02:H
877,三维域：固定设计顶点 MP1,optimal,40740.0,19.5787203921,0.0,12.9272221043,32.505942496399996,0.0,,132,12:M; 13:L; 02:H
878,三维域：固定设计顶点 MP1,optimal,40740.0,0.0,10.1823089884,19.4020919172,29.5844009056,0.0,,132,12:M; 13:L; 02:H
879,三维域：固定设计顶点 MP1,optimal,40740.0,0.0,0.0,21.5070793555,21.5070793555,0.0,,132,12:M; 13:L; 02:H
880,三维域：固定设计顶点 MP1,optimal,41320.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,132,12:M; 02:L; 23:L
881,三维域：固定设计顶点 MP1,cut,41320.0,30.627244853194252,0.0,0.0,30.627244853194252,0.01257651219407753,133.0,133,12:M; 02:L; 23:L
882,三维域：固定设计顶点 MP1,optimal,41320.0,15.7242508663,0.0,9.7193439045,25.4435947708,2.9195483342826375e-14,,133,12:M; 02:L; 23:L
883,三维域：固定设计顶点 MP1,optimal,41320.0,23.0338991272,0.0,0.0,23.0338991272,-7.681743147464195e-14,,133,12:M; 02:L; 23:L
884,三维域：固定设计顶点 MP1,optimal,41320.0,0.0,0.0,19.9742901216,19.9742901216,0.0,,133,12:M; 02:L; 23:L
885,三维域：固定设计顶点 MP1,optimal,41580.0,61.6232971371,0.0,38.3767028629,100.0,0.0,,133,01:H; 13:H; 23:L
886,三维域：固定设计顶点 MP1,optimal,41580.0,88.2443580892,11.7556419108,0.0,100.0,0.0,,133,01:H; 13:H; 23:L
887,三维域：固定设计顶点 MP1,optimal,41580.0,100.0,0.0,0.0,100.0,0.0,,133,01:H; 13:H; 23:L
888,三维域：固定设计顶点 MP1,optimal,41580.0,0.0,0.0,67.8487145372,67.8487145372,0.0,,133,01:H; 13:H; 23:L
889,三维域：固定设计顶点 MP1,optimal,41580.0,0.0,31.1019137885,0.0,31.1019137885,0.0,,133,01:H; 13:H; 23:L
890,三维域：固定设计顶点 MP1,optimal,41600.0,10.4543599865,51.1689371506,38.3767028629,100.0,0.0,,133,01:H; 12:H; 13:H
891,三维域：固定设计顶点 MP1,optimal,41600.0,48.8310628494,51.1689371506,0.0,100.0,0.0,,133,01:H; 12:H; 13:H
892,三维域：固定设计顶点 MP1,optimal,41600.0,61.6232971371,0.0,38.3767028629,100.0,0.0,,133,01:H; 12:H; 13:H
893,三维域：固定设计顶点 MP1,optimal,41600.0,100.0,0.0,0.0,100.0,0.0,,133,01:H; 12:H; 13:H
894,三维域：固定设计顶点 MP1,optimal,41600.0,0.0,55.2396613931,41.4297460448,96.66940743789999,0.0,,133,01:H; 12:H; 13:H
895,三维域：固定设计顶点 MP1,optimal,41600.0,0.0,47.36148424054178,45.1975699004,92.55905414094178,0.0,,133,01:H; 12:H; 13:H
896,三维域：固定设计顶点 MP1,optimal,41600.0,0.0,78.0260217178,0.0,78.0260217178,0.0,,133,01:H; 12:H; 13:H
897,三维域：固定设计顶点 MP1,optimal,41600.0,0.0,0.0,67.8487145372,67.8487145372,0.0,,133,01:H; 12:H; 13:H
898,三维域：固定设计顶点 MP1,cut,41680.0,50.8957223159,30.627244853194274,14.1042776841,95.62724485319427,0.0042548748209822315,134.0,134,01:M; 13:M; 02:L
899,三维域：固定设计顶点 MP1,optimal,41680.0,54.9040812005,30.627244853194274,10.0959187995,95.62724485319427,0.0,,134,01:M; 13:M; 02:L
900,三维域：固定设计顶点 MP1,optimal,41680.0,65.0,30.62724485319426,0.0,95.62724485319426,0.0,,134,01:M; 13:M; 02:L
901,三维域：固定设计顶点 MP1,cut,41680.0,34.8078615512,8.704096145,30.1921384488,73.704096145,0.019769280110605296,135.0,135,01:M; 13:M; 02:L
902,三维域：固定设计顶点 MP1,optimal,41680.0,0.0,30.627244853194274,36.3543924172,66.98163727039427,8.304356485165731e-14,,135,01:M; 13:M; 02:L
903,三维域：固定设计顶点 MP1,optimal,41680.0,54.9040812005,0.0,10.0959187995,65.0,0.0,,135,01:M; 13:M; 02:L
904,三维域：固定设计顶点 MP1,optimal,41680.0,65.0,0.0,0.0,65.0,0.0,,135,01:M; 13:M; 02:L
905,三维域：固定设计顶点 MP1,optimal,41680.0,0.0,0.0,36.3543924172,36.3543924172,0.0,,135,01:M; 13:M; 02:L
906,三维域：固定设计顶点 MP1,optimal,41680.0,0.0,30.627244853194274,0.0,30.627244853194274,0.0,,135,01:M; 13:M; 02:L
907,三维域：固定设计顶点 MP1,optimal,42000.0,35.0,55.7434017063,0.0,90.7434017063,0.0,,135,01:L; 13:H; 02:M
908,三维域：固定设计顶点 MP1,optimal,42000.0,13.9373707859,55.7434017063,21.0626292141,90.74340170629999,0.0,,135,01:L; 13:H; 02:M
909,三维域：固定设计顶点 MP1,optimal,42000.0,0.0,55.7434017063,31.6119914619,87.3553931682,0.0,,135,01:L; 13:H; 02:M
910,三维域：固定设计顶点 MP1,optimal,42000.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,135,01:L; 13:H; 02:M
911,三维域：固定设计顶点 MP1,optimal,42000.0,13.9373707859,0.0,21.0626292141,35.0,0.0,,135,01:L; 13:H; 02:M
912,三维域：固定设计顶点 MP1,optimal,42000.0,35.0,0.0,0.0,35.0,0.0,,135,01:L; 13:H; 02:M
913,三维域：固定设计顶点 MP1,optimal,42000.0,0.0,0.0,31.6119914619,31.6119914619,0.0,,135,01:L; 13:H; 02:M
914,三维域：固定设计顶点 MP1,cut,42000.0,0.0,30.0,35.0,65.0,0.0406352007591921,136.0,136,12:L; 13:H; 02:M
915,三维域：固定设计顶点 MP1,optimal,42000.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,136,12:L; 13:H; 02:M
916,三维域：固定设计顶点 MP1,optimal,42000.0,0.0,14.1451899234,16.5027215773,30.6479115007,3.092075434212265e-14,,136,12:L; 13:H; 02:M
917,三维域：固定设计顶点 MP1,optimal,42000.0,26.645532371899773,0.0,0.0,26.645532371899773,0.0,,136,12:L; 13:H; 02:M
918,三维域：固定设计顶点 MP1,optimal,42000.0,0.0,0.0,22.114360178,22.114360178,-7.095797341139408e-14,,136,12:L; 13:H; 02:M
919,三维域：固定设计顶点 MP1,cut,42220.0,35.0,0.0,65.0,100.0,0.0419613893635538,137.0,137,01:H; 13:M; 23:H
920,三维域：固定设计顶点 MP1,optimal,42220.0,79.4371680426,0.0,20.5628319574,100.0,-2.638980651937074e-14,,137,01:H; 13:M; 23:H
921,三维域：固定设计顶点 MP1,cut,42220.0,79.4371680426,20.5628319574,0.0,100.0,0.005732265208144454,138.0,138,01:H; 13:M; 23:H
922,三维域：固定设计顶点 MP1,optimal,42220.0,84.8491928444,15.1508071556,0.0,100.0,0.0,,138,01:H; 13:M; 23:H
923,三维域：固定设计顶点 MP1,optimal,42220.0,100.0,0.0,0.0,100.0,0.0,,138,01:H; 13:M; 23:H
924,三维域：固定设计顶点 MP1,optimal,42220.0,71.8618346012,18.601907211264656,0.0,90.46374181246466,0.0,,138,01:H; 13:M; 23:H
925,三维域：固定设计顶点 MP1,optimal,42220.0,4e-10,0.0,46.7280880607,46.7280880611,0.0,,138,01:H; 13:M; 23:H
926,三维域：固定设计顶点 MP1,optimal,42220.0,0.0,37.69758292517079,0.0,37.69758292517079,0.0,,138,01:H; 13:M; 23:H
927,三维域：固定设计顶点 MP1,optimal,42460.0,25.6209242101,100.0,16.8790757899,142.5,0.0,,138,01:M; 13:L; 02:H
928,三维域：固定设计顶点 MP1,optimal,42460.0,42.5,100.0,0.0,142.5,0.0,,138,01:M; 13:L; 02:H
929,三维域：固定设计顶点 MP1,optimal,42460.0,45.8630707225,86.5379627213,10.098966556199997,142.5,0.0,,138,01:M; 13:L; 02:H
930,三维域：固定设计顶点 MP1,optimal,42460.0,59.4529725918,77.5,5.5470274082,142.5,0.0,,138,01:M; 13:L; 02:H
931,三维域：固定设计顶点 MP1,optimal,42460.0,65.0,77.5,0.0,142.5,0.0,,138,01:M; 13:L; 02:H
932,三维域：固定设计顶点 MP1,optimal,42460.0,20.3875280856,100.0,18.632002406,139.0195304916,0.0,,138,01:M; 13:L; 02:H
933,三维域：固定设计顶点 MP1,optimal,42460.0,0.0,100.0,25.4608072138,125.4608072138,0.0,,138,01:M; 13:L; 02:H
934,三维域：固定设计顶点 MP1,optimal,42460.0,0.0,100.0,0.0,100.0,0.0,,138,01:M; 13:L; 02:H
935,三维域：固定设计顶点 MP1,optimal,42460.0,59.4529725918,0.0,5.5470274082,65.0,0.0,,138,01:M; 13:L; 02:H
936,三维域：固定设计顶点 MP1,optimal,42460.0,65.0,0.0,0.0,65.0,0.0,,138,01:M; 13:L; 02:H
937,三维域：固定设计顶点 MP1,optimal,42460.0,3.9249016392,0.0,24.1461609717,28.0710626109,0.0,,138,01:M; 13:L; 02:H
938,三维域：固定设计顶点 MP1,optimal,42460.0,0.0,0.0,25.4608072138,25.4608072138,0.0,,138,01:M; 13:L; 02:H
939,三维域：固定设计顶点 MP1,optimal,42660.0,46.1578445663,0.0,18.8421554337,65.0,0.0,,138,01:M; 13:H; 23:H
940,三维域：固定设计顶点 MP1,cut,42660.0,46.1578445663,18.8421554337,0.0,65.0,0.00534455866986174,139.0,139,01:M; 13:H; 23:H
941,三维域：固定设计顶点 MP1,optimal,42660.0,53.6947067398,11.3052932602,0.0,65.0,0.0,,139,01:M; 13:H; 23:H
942,三维域：固定设计顶点 MP1,optimal,42660.0,65.0,0.0,0.0,65.0,0.0,,139,01:M; 13:H; 23:H
943,三维域：固定设计顶点 MP1,optimal,42660.0,5e-10,2e-10,47.972535619,47.9725356197,0.0,,139,01:M; 13:H; 23:H
944,三维域：固定设计顶点 MP1,optimal,42660.0,0.0,38.50336595495533,0.0,38.50336595495533,0.0,,139,01:M; 13:H; 23:H
945,三维域：固定设计顶点 MP1,optimal,43040.0,65.0,30.62724485319426,0.0,95.62724485319426,0.0,,139,01:M; 02:L; 23:L
946,三维域：固定设计顶点 MP1,optimal,43040.0,65.0,0.0,19.9742901216,84.9742901216,0.0,,139,01:M; 02:L; 23:L
947,三维域：固定设计顶点 MP1,optimal,43040.0,65.0,0.0,0.0,65.0,0.0,,139,01:M; 02:L; 23:L
948,三维域：固定设计顶点 MP1,optimal,43040.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,139,01:M; 02:L; 23:L
949,三维域：固定设计顶点 MP1,optimal,43040.0,0.0,0.0,19.9742901216,19.9742901216,0.0,,139,01:M; 02:L; 23:L
950,三维域：固定设计顶点 MP1,optimal,43320.0,23.7143169474,100.0,11.2856830526,135.0,0.0,,139,01:L; 13:M; 02:H
951,三维域：固定设计顶点 MP1,optimal,43320.0,35.0,100.0,0.0,135.0,0.0,,139,01:L; 13:M; 02:H
952,三维域：固定设计顶点 MP1,optimal,43320.0,20.3567356705,100.0,13.384983423729691,133.7417190942297,0.0,,139,01:L; 13:M; 02:H
953,三维域：固定设计顶点 MP1,optimal,43320.0,0.0,100.0,26.1128667494,126.1128667494,0.0,,139,01:L; 13:M; 02:H
954,三维域：固定设计顶点 MP1,optimal,43320.0,0.0,100.0,0.0,100.0,0.0,,139,01:L; 13:M; 02:H
955,三维域：固定设计顶点 MP1,optimal,43320.0,23.7143169474,0.0,11.2856830526,35.0,0.0,,139,01:L; 13:M; 02:H
956,三维域：固定设计顶点 MP1,optimal,43320.0,35.0,0.0,0.0,35.0,0.0,,139,01:L; 13:M; 02:H
957,三维域：固定设计顶点 MP1,optimal,43320.0,20.5947247528,0.0,13.2361826867,33.8309074395,0.0,,139,01:L; 13:M; 02:H
958,三维域：固定设计顶点 MP1,optimal,43320.0,0.0,0.0,26.1128667494,26.1128667494,0.0,,139,01:L; 13:M; 02:H
959,三维域：固定设计顶点 MP1,cut,43320.0,0.0,65.0,35.0,100.0,0.04645860855062327,140.0,140,12:L; 13:M; 02:H
960,三维域：固定设计顶点 MP1,optimal,43320.0,0.0,98.8573933548,1.1426066452,100.0,-4.5617026990647806e-14,,140,12:L; 13:M; 02:H
961,三维域：固定设计顶点 MP1,optimal,43320.0,0.0,100.0,0.0,100.0,0.0,,140,12:L; 13:M; 02:H
962,三维域：固定设计顶点 MP1,optimal,43320.0,1.9796538394,98.0203461606,0.0,100.0,0.0,,140,12:L; 13:M; 02:H
963,三维域：固定设计顶点 MP1,optimal,43320.0,21.2522839896,39.4685274092,0.0,60.720811398799995,0.0,,140,12:L; 13:M; 02:H
964,三维域：固定设计顶点 MP1,optimal,43320.0,34.2435513413,0.0,0.0,34.2435513413,0.0,,140,12:L; 13:M; 02:H
965,三维域：固定设计顶点 MP1,optimal,43320.0,0.0,0.0,22.95997575189778,22.95997575189778,0.0,,140,12:L; 13:M; 02:H
966,三维域：固定设计顶点 MP1,cut,43600.0,0.0,0.0,100.0,100.0,0.06221636784657218,141.0,141,01:H; 12:H; 23:H
967,三维域：固定设计顶点 MP1,optimal,43600.0,48.8310628494,51.1689371506,0.0,100.0,0.0,,141,01:H; 12:H; 23:H
968,三维域：固定设计顶点 MP1,optimal,43600.0,72.910562685,0.0,27.089437314999998,100.0,0.0,,141,01:H; 12:H; 23:H
969,三维域：固定设计顶点 MP1,optimal,43600.0,100.0,0.0,0.0,100.0,0.0,,141,01:H; 12:H; 23:H
970,三维域：固定设计顶点 MP1,optimal,43600.0,0.0,78.0260217178,0.0,78.0260217178,0.0,,141,01:H; 12:H; 23:H
971,三维域：固定设计顶点 MP1,optimal,43600.0,0.0,0.0,55.7328726555,55.7328726555,0.0,,141,01:H; 12:H; 23:H
972,三维域：固定设计顶点 MP1,optimal,43720.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,141,12:M; 02:L; 23:M
973,三维域：固定设计顶点 MP1,optimal,43720.0,12.4771862407,0.0,14.0368345209,26.5140207616,0.0,,141,12:M; 02:L; 23:M
974,三维域：固定设计顶点 MP1,optimal,43720.0,0.0,0.0,23.686401075285836,23.686401075285836,0.0,,141,12:M; 02:L; 23:M
975,三维域：固定设计顶点 MP1,optimal,43720.0,23.0338991272,0.0,0.0,23.0338991272,0.0,,141,12:M; 02:L; 23:M
976,三维域：固定设计顶点 MP1,optimal,43900.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,141,13:M; 02:L; 23:L
977,三维域：固定设计顶点 MP1,optimal,43900.0,0.0,0.0,19.9742901216,19.9742901216,0.0,,141,13:M; 02:L; 23:L
978,三维域：固定设计顶点 MP1,cut,43900.0,19.9742901216,0.0,0.0,19.9742901216,0.007412623201365993,142.0,142,13:M; 02:L; 23:L
979,三维域：固定设计顶点 MP1,optimal,43900.0,0.0,28.4231781777,1.4374347884,29.8606129661,4.427404278098965e-14,,142,13:M; 02:L; 23:L
980,三维域：固定设计顶点 MP1,optimal,43900.0,15.524133933384554,0.0,0.0,15.524133933384554,0.0,,142,13:M; 02:L; 23:L
981,三维域：固定设计顶点 MP1,cut,43920.0,0.0,0.0,30.627244853194252,30.627244853194252,0.020547362023672702,143.0,143,12:H; 13:M; 02:L
982,三维域：固定设计顶点 MP1,optimal,43920.0,0.0,30.627244853194252,0.0,30.627244853194252,0.0,,143,12:H; 13:M; 02:L
983,三维域：固定设计顶点 MP1,optimal,43920.0,26.029482553973143,0.0,0.0,26.029482553973143,0.0,,143,12:H; 13:M; 02:L
984,三维域：固定设计顶点 MP1,optimal,43920.0,0.0,0.0,18.95035895836423,18.95035895836423,0.0,,143,12:H; 13:M; 02:L
985,三维域：固定设计顶点 MP1,cut,43980.0,0.0,0.0,100.0,100.0,0.041563500417325844,144.0,144,01:H; 13:H; 23:M
986,三维域：固定设计顶点 MP1,optimal,43980.0,61.6232971371,0.0,38.3767028629,100.0,-2.0219303814085658e-14,,144,01:H; 13:H; 23:M
987,三维域：固定设计顶点 MP1,cut,43980.0,61.6232971371,38.3767028629,0.0,100.0,0.02226487705757962,145.0,145,01:H; 13:H; 23:M
988,三维域：固定设计顶点 MP1,optimal,43980.0,82.8996781406,17.1003218594,0.0,100.0,0.0,,145,01:H; 13:H; 23:M
989,三维域：固定设计顶点 MP1,optimal,43980.0,100.0,0.0,0.0,100.0,0.0,,145,01:H; 13:H; 23:M
990,三维域：固定设计顶点 MP1,optimal,43980.0,0.0,0.0,67.8487145372,67.8487145372,0.0,,145,01:H; 13:H; 23:M
991,三维域：固定设计顶点 MP1,optimal,43980.0,19.1610365728,35.58478220656032,0.0,54.74581877936032,0.0,,145,01:H; 13:H; 23:M
992,三维域：固定设计顶点 MP1,optimal,43980.0,0.0,41.1415592578,0.0,41.1415592578,0.0,,145,01:H; 13:H; 23:M
993,三维域：固定设计顶点 MP1,cut,44000.0,35.0,0.0,55.7434017063,90.7434017063,0.019457918483459853,146.0,146,01:L; 02:M; 23:H
994,三维域：固定设计顶点 MP1,optimal,44000.0,35.0,55.7434017063,0.0,90.7434017063,0.0,,146,01:L; 02:M; 23:H
995,三维域：固定设计顶点 MP1,optimal,44000.0,35.0,0.0,43.35415900157867,78.35415900157867,0.0,,146,01:L; 02:M; 23:H
996,三维域：固定设计顶点 MP1,optimal,44000.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,146,01:L; 02:M; 23:H
997,三维域：固定设计顶点 MP1,optimal,44000.0,0.0,0.0,43.35415900157867,43.35415900157867,0.0,,146,01:L; 02:M; 23:H
998,三维域：固定设计顶点 MP1,optimal,44000.0,35.0,0.0,0.0,35.0,0.0,,146,01:L; 02:M; 23:H
999,三维域：固定设计顶点 MP1,cut,44000.0,0.0,0.0,55.7434017063,55.7434017063,0.019457918483459867,147.0,147,12:L; 02:M; 23:H
1000,三维域：固定设计顶点 MP1,optimal,44000.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,147,12:L; 02:M; 23:H
1001,三维域：固定设计顶点 MP1,optimal,44000.0,9.4265637345,0.0,36.0226949991,45.4492587336,0.0,,147,12:L; 02:M; 23:H
1002,三维域：固定设计顶点 MP1,optimal,44000.0,0.0,0.0,43.35415900157867,43.35415900157867,0.0,,147,12:L; 02:M; 23:H
1003,三维域：固定设计顶点 MP1,optimal,44000.0,26.645532371899794,0.0,0.0,26.645532371899794,0.0,,147,12:L; 02:M; 23:H
1004,三维域：固定设计顶点 MP1,cut,44000.0,0.0,62.3919745382,2.6080254617999943,65.0,0.013582945769956025,148.0,148,13:L; 02:M; 23:H
1005,三维域：固定设计顶点 MP1,cut,44000.0,0.0,20.743401706177433,35.0,55.74340170617744,0.011111751928173574,149.0,149,13:L; 02:M; 23:H
1006,三维域：固定设计顶点 MP1,optimal,44000.0,0.0,55.7434017063,0.0,55.7434017063,-6.457212931995297e-15,,149,13:L; 02:M; 23:H
1007,三维域：固定设计顶点 MP1,cut,44000.0,29.6754190733,17.5876896754,0.0,47.2631087487,0.027376431086949,150.0,150,13:L; 02:M; 23:H
1008,三维域：固定设计顶点 MP1,optimal,44000.0,0.0,0.0,43.35415900157869,43.35415900157869,0.0,,150,13:L; 02:M; 23:H
1009,三维域：固定设计顶点 MP1,optimal,44000.0,16.7172481139,9.907788372687707,0.0,26.625036486587703,0.0,,150,13:L; 02:M; 23:H
1010,三维域：固定设计顶点 MP1,optimal,44000.0,20.3308346777,0.0,0.0,20.3308346777,0.0,,150,13:L; 02:M; 23:H
1011,三维域：固定设计顶点 MP1,cut,44460.0,0.0,0.0,55.7434017063,55.7434017063,0.05725772091111483,151.0,151,12:M; 13:M; 02:M
1012,三维域：固定设计顶点 MP1,optimal,44460.0,0.0,55.7434017063,0.0,55.7434017063,0.0,,151,12:M; 13:M; 02:M
1013,三维域：固定设计顶点 MP1,optimal,44460.0,34.8396260664,0.0,0.0,34.8396260664,-4.8288321351248025e-14,,151,12:M; 13:M; 02:M
1014,三维域：固定设计顶点 MP1,optimal,44460.0,0.0,0.0,23.2264173776,23.2264173776,-4.8288321351248025e-14,,151,12:M; 13:M; 02:M
1015,三维域：固定设计顶点 MP1,cut,44680.0,35.0,65.0,35.0,135.0,0.04245674686695194,152.0,152,01:L; 02:H; 23:L
1016,三维域：固定设计顶点 MP1,optimal,44680.0,35.0,97.7728894307,2.2271105693,135.0,-5.905151461783554e-14,,152,01:L; 02:H; 23:L
1017,三维域：固定设计顶点 MP1,optimal,44680.0,35.0,100.0,0.0,135.0,0.0,,152,01:L; 02:H; 23:L
1018,三维域：固定设计顶点 MP1,cut,44680.0,30.0288849501,95.0288849501,4.9711150499,130.02888495009998,0.003554813312362707,153.0,153,01:L; 02:H; 23:L
1019,三维域：固定设计顶点 MP1,optimal,44680.0,0.0,97.7728894307,2.2271105693,100.0,-5.905151461783554e-14,,153,01:L; 02:H; 23:L
1020,三维域：固定设计顶点 MP1,optimal,44680.0,0.0,100.0,0.0,100.0,0.0,,153,01:L; 02:H; 23:L
