cut,beta0,beta_x0,beta_x1,beta_x2,beta_x3,beta_x4,beta_x5,beta_x6,beta_x7,beta_x8,beta_x9,beta_x10,beta_x11,beta_x12,beta_x13,beta_x14,beta_p1,beta_p2,beta_p3
51,0.27201901425198605,-0.0926746894161368,0.0,0.0,0.03410302283542099,0.06333418526578184,0.09743720810120284,-0.09861762734079631,0.0,0.0,0.056983333845360126,0.10582619142709737,0.16280952527245748,0.0,-0.053424325250170775,0.0,-0.0006537231717125467,-0.001628095252724575,-0.0013668757226716884
52,0.32714978151920127,-0.18017316118047402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09389681239895646,0.044482673634246135,0.08261067960645711,0.12709335324070326,0.014285951560714985,0.026531052898470686,0.04081700445918567,-0.0012709335324070324,-0.0012709335324070324,-0.0016791035769988891
53,0.35707823792516513,0.0,-0.15334692072907558,0.0,0.0,-0.13750653238106608,0.0,0.0,0.0,0.0,0.055441359218033205,0.10296252426206166,0.15840388348009488,0.02494861164811494,0.046333135917927745,0.07128174756604269,-0.0008712213591405218,-0.0015840388348009487,-0.0008712213591405218
54,0.29284585561751836,-0.11211625697772078,0.0,0.0,-0.09773692730828137,0.0,0.0,0.028573918538334867,0.05306584871405046,0.08163976725238532,0.05032765384303791,0.09346564285135613,0.14379329669439403,0.0,0.0,-0.0499627275357121,-0.0007908631318191672,-0.0014379329669439403,-0.0016072608043430205
55,0.27410198927732404,-0.09774121373729015,0.0,0.0,0.03149152915035524,0.0584842684220883,0.08997579757244355,-0.10400905201741985,0.0,0.0,0.0556227065288546,0.10329931212501568,0.1589220186538703,0.0,0.0,-0.043556730866750555,-0.0006894622108142674,-0.0015892201865387028,-0.0014416028044298315
56,0.3204643520789278,-0.11808134191816229,0.0,0.0,0.0,-0.07223094532966849,0.0,0.03430740522151026,0.06371375255423334,0.0980211577757436,0.042258201646902346,0.07847951734424721,0.12073771899114956,-0.09536478070275638,0.0,0.0,-0.0008329405778982169,-0.0012073771899114955,-0.001813152155655653
57,0.39418547962735256,0.0,-0.15872102908519548,0.0,0.0,0.0,0.0,0.0,-0.1669187898480188,0.0,0.03156137893687,0.058613989454187145,0.09017536839105715,0.034430595203858175,0.06394253395002233,0.09837312915388051,-0.0009017536839105714,-0.0009017536839105714,-0.0018854849754493766
58,0.2857962672974935,0.0,-0.06844325488395613,0.0,0.04503757530167216,0.08364121127453401,0.12867878657620618,-0.10676534722483412,0.0,0.0,0.05864738816336816,0.10891657801768373,0.1675639661810519,-0.08102958990959289,0.0,0.0,-0.0003888517960484571,-0.001675639661810519,-0.0011609245155056941
59,0.3773695404283955,0.0,-0.17861166574181503,0.0,0.0,0.0,-0.12162219388538255,0.0,0.0,0.0,0.05108687430868056,0.09487562371612103,0.14596249802480157,0.015570279579464597,0.028916233504719967,0.04448651308418456,-0.0010147598494061702,-0.0014596249802480159,-0.0010147598494061702
60,0.3178990270433502,-0.1280415105067575,0.0,0.0,0.0,-0.07832363009349606,0.0,0.02684245737761781,0.049850277987004504,0.07669273536462232,0.04582268360329566,0.08509926954897765,0.1309219531522733,0.0,-0.07381229271910651,0.0,-0.0009031991678276738,-0.001309219531522733,-0.001670126521473897
61,0.3299294289925799,0.0,0.0,0.0,0.0716105953748388,0.13299110569612918,0.20460170107096798,0.0,0.0,0.0,-0.2672655650317739,0.0,0.0,0.0716105953748388,0.13299110569612918,0.20460170107096798,0.0,-0.00204601701070968,0.0
62,0.28713378306535964,0.044356120164822065,0.08237565173466954,0.1267317718994916,-0.07178344576633991,0.0,0.0,-0.08762491725377636,0.0,0.0,-0.10346638874121279,0.0,0.0,0.03881160514421931,0.07207869526783585,0.11089030041205516,-0.0012673177189949161,-0.0007920735743718225,-0.0019009765784923742
63,0.27507015652008,-0.13671413821227604,0.0,0.0,0.020230994739992427,0.037571847374271654,0.05780284211426408,0.0,-0.098079430211034,0.0,0.05398413728041957,0.10025625494935064,0.1542403922297702,0.0,0.0,0.0,-0.0009643755011550613,-0.001542403922297702,-0.001542403922297702
64,0.2876504402177066,-0.10201712469494238,0.0,0.0,0.03341423080587303,0.06205500006804992,0.09546923087392295,0.0,-0.07318761316632796,0.0,0.0586010812400714,0.10883057944584688,0.16743166068591828,-0.08239100747348911,0.0,0.0,-0.0007196242981199533,-0.0016743166068591828,-0.0011509534809537624
65,0.3364120526316601,-0.13106611054870312,0.0,0.0,0.0,0.0,-0.06088175629213863,0.031327792780831726,0.0581801865929732,0.08950797937380492,0.04015289542882582,0.07456966293924797,0.11472255836807378,-0.10585153155443427,0.0,0.0,-0.0009245345631231914,-0.0011472255836807378,-0.0018196143568612406
66,0.32417185696280987,0.0,-0.0911923448426134,0.0,-0.11653455600531544,0.0,0.0,0.040191147352859946,0.0746407022267399,0.11483184957959984,0.04513662737063588,0.08382516511689521,0.1289617924875311,0.0,-0.07706240193468215,0.0,-0.0005180979066241452,-0.001289617924875311,-0.0016664164024201436
67,0.29150567944135464,0.0,-0.07597572927153057,0.0,0.040983860621662774,0.07611288401165943,0.1170967446333222,-0.11851533259322532,0.0,0.0,0.05609149188743992,0.10416991350524556,0.16026140539268546,0.0,-0.06420354906443149,0.0,-0.0004316466075936326,-0.0016026140539268548,-0.001288689248404213
68,0.29367440594804906,-0.11345433342832968,0.0,0.0,0.027981671011157387,0.05196596044929229,0.07994763146044968,0.0,-0.08139272589602634,0.0,0.05599223625415799,0.10398558161486483,0.15997781786902282,0.0,-0.06540319960393641,0.0,-0.0008003018640857315,-0.0015997781786902282,-0.0012799876528484296
69,0.40066486493231135,0.0,-0.18246740150290316,0.0,0.0,0.0,0.0,0.0,0.0,-0.13939663493650803,0.036283300553501055,0.06738327245650196,0.10366657301000301,0.021208532255262768,0.03938727418834514,0.0605958064436079,-0.0010366657301000301,-0.0010366657301000301,-0.0016426237945361092
70,0.3162455271275766,-0.134461413518629,0.0,0.0,0.0,-0.08225071676052978,0.0,0.022030868023463275,0.040914469186431796,0.06294533720989506,0.04812019777126002,0.08936608157519718,0.13748627934645719,0.0,0.0,-0.059920471382066895,-0.0009484848805227822,-0.001374862793464572,-0.0015779382526217329
71,0.3350450658987545,-0.14345213860710068,0.0,0.0,0.0,0.0,-0.06663521260912256,0.02268281018440166,0.0421252189138888,0.06480802909829045,0.04394743001389336,0.08161665574008767,0.12556408575398104,0.0,-0.0826960819514101,0.0,-0.0010119050587597956,-0.0012556408575398104,-0.0016599853497427002
72,0.0,0.0,0.0,0.0,0.04912280701754387,0.0912280701754386,0.14035087719298248,0.04912280701754387,0.0912280701754386,0.14035087719298248,0.04912280701754387,0.0912280701754386,0.14035087719298248,0.0,0.0,0.0,0.0,-0.0014035087719298247,-0.0014035087719298247
73,0.4514854804798639,0.0,0.0,-0.17977629660903283,0.0,0.0,-0.1662619259402275,0.0,0.0,0.0,0.047300297340818635,0.0878434093472346,0.13514370668805323,0.021285133803368387,0.03952953420625557,0.06081466800962396,-0.0007432903867842928,-0.0013514370668805324,-0.0007432903867842928
74,0.3156575451532453,0.04000270376646949,0.07429073556630049,0.11429343933276997,-0.09011488861261496,0.0,0.0,-0.11000181969136302,0.0,0.0,0.0,-0.08508674147289651,0.0,0.048722981142932775,0.09048553640830373,0.1392085175512365,-0.0011429343933276998,-0.0005463264609652576,-0.0019384116364776225
75,0.32277082050063605,0.0,-0.0959765497708582,0.0,-0.12264828406125772,0.0,0.0,0.03585688822177643,0.06659136384044193,0.10244825206221836,0.04750462081881002,0.08822286723493289,0.1357274880537429,0.0,0.0,-0.06269731377933363,-0.0005452787688167168,-0.001357274880537429,-0.0015697612894389004
76,0.2953314129755203,0.0,-0.08102305098060925,0.0,0.03826756833123378,0.07106834118657701,0.10933590951781079,-0.12638870237581215,0.0,0.0,0.05437885005211864,0.10098929295393462,0.15536814300605326,0.0,0.0,-0.05292884212673215,-0.0004603223348824248,-0.0015536814300605327,-0.0013743011837168788
77,0.29305871206168044,-0.16139798204490696,0.0,0.0,0.012797265355083133,0.023766349945154388,0.03656361530023752,0.0,0.0,-0.08411217265850551,0.052644563995406776,0.09776847599146973,0.1504130399868765,0.0,0.0,0.0,-0.0011384942468663898,-0.001504130399868765,-0.001504130399868765
78,0.30210616132409346,-0.11515950836578116,0.0,0.0,0.029808504504532672,0.05535865122270354,0.08516715572723621,0.0,0.0,-0.06001510259425733,0.05824005775559721,0.10816010726039482,0.16640016501599203,-0.09300505128702957,0.0,0.0,-0.0008123300928875582,-0.0016640016501599203,-0.0010732161280598781
79,0.2977234176650834,-0.1211418592617511,0.0,0.0,0.02433017310314341,0.04518460719155205,0.06951478029469546,0.0,-0.08690779670972563,0.0,0.05423869973208201,0.1007290137881523,0.1549677135202343,0.0,0.0,-0.05398483565739437,-0.0008545293322553884,-0.001549677135202343,-0.001366718038990522
80,0.35993063489470073,0.0,-0.10247254456114382,0.0,0.0,-0.09188736363191596,0.0,0.043643579693834735,0.08105236228855021,0.12469594198238494,0.037048133252297465,0.06880367603998101,0.10585180929227847,-0.12131667725125031,0.0,0.0,-0.0005821849511075317,-0.0010585180929227847,-0.0018291443709313813
81,0.3341503154822128,-0.15155931587354907,0.0,0.0,0.0,0.0,-0.07040109219833694,0.017024304806876535,0.03161656606991356,0.048640870876790095,0.04643111278772293,0.08622920946291401,0.13266032225063695,0.0,0.0,-0.06753986449970224,-0.0010690927296292453,-0.0013266032225063694,-0.0015555014383971462
82,0.30266186842943477,0.04198615854297508,0.07797429443695372,0.1199604529799288,0.0,-0.057373102059953995,0.0,-0.09980670625355215,0.0,0.0,-0.11785049038394402,0.0,0.0,0.035670834097337914,0.06624583475219899,0.1019166688495369,-0.001199604529799288,-0.0009021892065195941,-0.001921355895014963
83,0.31086204468469475,-0.12994690116251698,0.0,0.0,0.02312322350708947,0.04294312937030901,0.06606635287739848,0.0,0.0,-0.06772151701362791,0.055205613338746164,0.10252471048624288,0.15773032382498905,0.0,-0.07491069629362344,0.0,-0.0009166397094759057,-0.0015773032382498905,-0.0012110255774629205
84,0.48579003741063953,0.0,0.0,-0.1851239665788898,0.0,0.0,0.0,0.0,0.0,-0.19208215281149277,0.026789016995521487,0.04975103156311133,0.07654004855863282,0.029224382176932528,0.054273852614303265,0.08349823479123579,-0.0007654004855863282,-0.0007654004855863282,-0.001600382833498686
85,0.36092493343325044,0.0,-0.11372664021738431,0.0,0.0,-0.10197893678784846,0.0,0.03494941770286911,0.06490606144818549,0.0998554791510546,0.04111696200337543,0.07636007229198295,0.11747703429535838,0.0,-0.09610508507308053,0.0,-0.0006461236886244711,-0.0011747703429535838,-0.0016446784801350171
86,0.5362628895176561,0.0,-0.1372246279490822,0.0,0.0,0.0,0.0,-0.2140581285273848,0.0,0.0,-0.10184020937332237,0.0,0.0,0.054178585091950025,0.10061737231362149,0.1547959574055715,-0.000779624568272689,-0.000779624568272689,-0.002327584142328404
87,0.38608962617482334,0.0,-0.1290504442882375,0.0,0.025661438800061314,0.04765695777154244,0.07331839657160374,-0.20130713416995213,0.0,0.0,0.0,0.0,0.0,0.07661271905872274,0.1422807639661994,0.21889348302492215,-0.0007331839657160375,0.0,-0.0021889348302492214
88,0.30786999539226745,0.0,-0.1239656076101802,0.0,0.026891267524074714,0.04994092540185304,0.07683219292592776,0.0,-0.1303682903540075,0.0,0.05154159608780987,0.09572010702021834,0.14726170310802822,0.0,0.0,0.0,-0.0007042951018210045,-0.001472617031080282,-0.001472617031080282
89,0.313090822450007,0.0,-0.08537119638180816,0.0,0.040989819758602546,0.07612395098026188,0.11711377073886442,0.0,-0.08978052164896237,0.0,0.05796572203714639,0.10765062664041472,0.16561634867756111,-0.10107048597612499,0.0,0.0,-0.0004850257793869668,-0.0016561634867756111,-0.001014144811445476
90,0.31195882029677385,0.0,0.0,-0.06792897429863316,0.04357472904774501,0.080924496802955,0.12449922585070002,-0.14391699553658416,0.0,0.0,0.0534046310350652,0.09918002906512108,0.1525846601001863,0.0,0.0,-0.06026931041240964,-0.0002808543424948627,-0.0015258466010018628,-0.0013215888973692354
91,0.2814876074275245,0.04828503525407175,0.08967220832899038,0.13795724358306213,-0.07814178058421206,0.0,0.0,0.0,-0.06430692112277106,0.0,-0.11263109147997757,0.0,0.0,0.031371575629049464,0.05826149759680615,0.08963307322585562,-0.0013795724358306213,-0.0008622327723941383,-0.0017585635046526945
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08187134502923976,0.15204678362573099,0.23391812865497078,0.0,0.0,0.0,0.08187134502923976,0.15204678362573099,0.23391812865497078,0.0,0.0,-0.0023391812865497076
93,0.3865352965809648,0.0,-0.11724959078911013,0.0,0.0,0.0,-0.0798388638542127,0.04108251034480711,0.07629609064035606,0.11737860098516317,0.03353596800360163,0.06228108343526017,0.0958170514388618,-0.1388111403354115,0.0,0.0,-0.0006661388918687961,-0.000958170514388618,-0.0018399249017204279
94,0.3168929650949968,-0.1401322343105435,0.0,0.0,0.018518502777539313,0.034391505158287296,0.052910007935826606,0.0,0.0,-0.0730295790443715,0.053115533787223106,0.09864313417627148,0.15175866796349458,0.0,0.0,-0.06244757745720618,-0.0009884866002766797,-0.0015175866796349458,-0.0013059466478916393
