cut,beta0,beta_x0,beta_x1,beta_x2,beta_x3,beta_x4,beta_x5,beta_x6,beta_x7,beta_x8,beta_x9,beta_x10,beta_x11,beta_x12,beta_x13,beta_x14,beta_p1,beta_p2,beta_p3
95,0.30129078646249463,0.0,0.0,0.0,0.04300379098560261,0.07986418325897626,0.12286797424457888,0.065939146177924,0.1224584143304303,0.1883975605083543,-0.16049904956262565,0.0,0.0,-0.1031606615818222,0.0,0.0,0.0,-0.0012286797424457888,-0.001883975605083543
96,0.0,0.06140350877192983,0.11403508771929825,0.17543859649122806,0.06140350877192983,0.11403508771929825,0.17543859649122806,0.06140350877192983,0.11403508771929825,0.17543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017543859649122807,0.0,0.0
97,0.30129078646249463,0.04300379098560261,0.07986418325897626,0.12286797424457888,0.0,0.0,0.0,0.022935355192321396,0.04259423107145402,0.06552958626377542,-0.16049904956262565,0.0,0.0,-0.1031606615818222,0.0,0.0,-0.0012286797424457888,-0.0012286797424457888,-0.001883975605083543
98,0.27426692526760077,0.06097682248314232,0.11324267032583572,0.17421949280897805,-0.09868145395624102,0.0,0.0,0.02286630843117837,0.0424660013721884,0.06533230980336677,-0.1422363271584855,0.0,0.0,0.0,0.0,0.0,-0.0017421949280897805,-0.0010888718300561128,-0.0010888718300561128
99,0.25387690761615633,0.05556235794347772,0.10318723618074434,0.15874959412422207,0.019326037545557468,0.03589121258460673,0.0552172501301642,0.0,0.0,0.0,-0.13524144849136926,0.0,0.0,-0.08692635462747562,0.0,0.0,-0.0015874959412422206,-0.0010353234399405786,-0.0015874959412422206
100,0.26584977629527995,0.06101316309621995,0.11331016003583705,0.174323323132057,0.0348646646264114,0.06474866287762117,0.09961332750403258,-0.08264960979322528,0.0,0.0,-0.09759160891883015,0.0,0.0,-0.06272694429241876,0.0,0.0,-0.00174323323132057,-0.0007470999562802442,-0.0011455532662963744
101,0.31352838649263776,0.04032766490586002,0.0748942348251686,0.11522189973102862,0.0,0.0,-0.047288777012084074,-0.1083314938950757,0.0,0.0,-0.12791645129663348,0.0,0.0,0.03347292981531478,0.06216401251415602,0.0956369423294708,-0.0011522189973102862,-0.0009792478700778903,-0.0019356172933725983
102,0.32426326930492855,0.0,-0.09741834431624692,0.0,0.035220827363108706,0.06541010796005903,0.10063093532316773,0.0,-0.10244989108240528,0.0,0.05459228241281851,0.10138566733809151,0.15597794975091,0.0,-0.08232370401777174,0.0,-0.0005534701442774227,-0.0015597794975091002,-0.0011572557562164294
103,0.3410299238804052,0.03613026473561174,0.0670990630804218,0.10322932781603354,0.0,-0.07467570973301937,0.0,-0.12990646065835132,0.0,0.0,0.0,-0.10048304168702775,0.0,0.04642846137557499,0.08622428541178212,0.1326527467873571,-0.0010322932781603354,-0.0006451832988502096,-0.0019717107667237806
104,0.36159095854763573,0.0,-0.1212651309786022,0.0,0.0,-0.10873871858870487,0.0,0.029125683673286443,0.05409055539324625,0.0832162390665327,0.04384244336464062,0.08142168053433257,0.1252641238989732,0.0,0.0,-0.0792172461461617,-0.0006889526814443526,-0.001252641238989732,-0.0015211150721096795
105,0.39108830308750936,0.0,-0.13222060988096168,0.0,0.0,0.0,-0.09003309265269964,0.030647513093944114,0.0569168100316105,0.08756432312555461,0.037818009534549765,0.07023344627844956,0.10805145581299933,0.0,-0.11173347719351694,0.0,-0.0007511948652063067,-0.0010805145581299933,-0.0016268380964618529
106,0.2967348340578426,0.0,0.0,0.0,0.04695493886463152,0.08720202932002998,0.1341569681846615,0.06071417963002987,0.11275490502719833,0.1734690846572282,-0.17524555131819963,0.0,0.0,0.0,-0.08040069960610487,0.0,0.0,-0.001341569681846615,-0.001734690846572282
107,0.2967348340578426,0.04695493886463152,0.08720202932002998,0.1341569681846615,0.0,0.0,0.0,0.013759240765398341,0.025552875707168347,0.03931211647256669,-0.17524555131819963,0.0,0.0,0.0,-0.08040069960610487,0.0,-0.001341569681846615,-0.001341569681846615,-0.0017346908465722818
108,0.26683838616632416,0.05459714145569927,0.10139469127487007,0.15599183273056932,0.01237297809126484,0.022978387883777558,0.0353513659750424,0.0,0.0,0.0,-0.1575893179007785,0.0,0.0,0.0,-0.072300217120294,0.0,-0.0015599183273056934,-0.0012064046675552694,-0.0015599183273056934
109,0.27615644862354016,0.06096866456204515,0.113227519900941,0.17419618446298615,0.03183929573761424,0.059130120655569295,0.09096941639318352,-0.0920714804959806,0.0,0.0,-0.10871683410994112,0.0,0.0,0.0,-0.04987806797747995,0.0,-0.0017419618446298615,-0.0008322676806980262,-0.0010761477000714404
110,0.3116506048280481,0.044553812500323656,0.08274279464345821,0.12729660714378188,-0.10036726202740735,0.0,0.0,0.0,-0.08259742168978707,0.0,0.0,-0.09476706244602724,0.0,0.040294438235639586,0.0748325281519021,0.11512696638754168,-0.0012729660714378187,-0.0006084820378120088,-0.0017597517016874255
111,0.3416607245924659,0.0,-0.1555962353287913,0.0,0.018085245630659236,0.03358688474265287,0.05167213037331211,0.0,0.0,-0.11886830981849336,0.049025265189922757,0.0910469210669994,0.14007218625692214,0.0,0.0,0.0,-0.0008840005588361005,-0.0014007218625692215,-0.0014007218625692215
112,0.33549877503981496,0.0,-0.0992684923226061,0.0,0.037666742544212276,0.06995252186782279,0.10761926441203506,0.0,0.0,-0.07583652570824662,0.05740609605485413,0.10661132124472911,0.16401741729958325,-0.11752341757390432,0.0,0.0,-0.0005639815288754817,-0.0016401741729958324,-0.0008936433916073684
113,0.3321061727780801,0.0,-0.10587527587327267,0.0,0.031171074333827396,0.0578891380485366,0.08906021238236399,0.0,-0.11134361354289005,0.0,0.052224174361854434,0.09698775238630108,0.14921192674815553,0.0,0.0,-0.06916372185443619,-0.0006015171436579153,-0.0014921192674815552,-0.0012577176640120047
114,0.593362760012296,-0.20091965083652974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10470879590642389,-0.18513516675783656,0.0,0.0,0.015930943213963537,0.029586037397360855,0.04551698061132439,-0.001417278355414303,-0.001417278355414303,-0.0018724481615275468
115,0.32714978151920127,-0.18017316118047402,0.0,0.0,0.044482673634246135,0.08261067960645711,0.12709335324070326,0.0,0.0,-0.09389681239895646,0.0,0.0,0.0,0.05876862519496112,0.1091417325049278,0.1679103576998889,-0.0012709335324070324,0.0,-0.0016791035769988891
116,0.27782493462839825,0.05083372154201526,0.09440548286374262,0.14523920440575788,-0.08226643087477341,0.0,0.0,0.0,0.0,-0.049180542554797806,-0.11857623197621285,0.0,0.0,0.02654523024451999,0.04929828473982284,0.07584351498434283,-0.0014523920440575788,-0.0009077450275359867,-0.001666180177379415
117,0.31033147282320195,0.0,0.0,0.0,0.0513582945769956,0.09537968992870612,0.14673798450570172,0.0513582945769956,0.09537968992870612,0.14673798450570172,0.0,-0.22853472866445182,0.0,0.0,0.0,0.0,0.0,-0.0014673798450570172,-0.0014673798450570172
118,0.35931305004719744,0.0,0.0,0.0,0.03452087721567804,0.06411020054340208,0.09863107775908012,0.06803023373989107,0.12634186265979772,0.19437209639968878,0.0,-0.15361139564158302,0.0,-0.15072133652311154,0.0,0.0,0.0,-0.0009863107775908012,-0.0019437209639968879
119,0.3126330446848009,0.06081117871164491,0.11293504617876912,0.17374622489041402,-0.13699055513830213,0.0,0.0,0.03174323198906061,0.05895171655111256,0.09069494854017317,0.0,-0.12934688294836977,0.0,0.0,0.0,0.0,-0.0017374622489041403,-0.0008305127635024086,-0.0008305127635024086
120,0.28228753580010646,0.05344667286594952,0.09925810675104911,0.15270477961699863,0.02632599533533446,0.04889113419419257,0.07521712952952703,0.0,0.0,0.0,0.0,-0.12068190214850755,0.0,-0.11841138159056296,0.0,0.0,-0.0015270477961699864,-0.0007748765008747161,-0.0015270477961699864
121,0.2873160008048511,0.06092048376243304,0.11313804127308992,0.17405852503552297,0.04314254264927853,0.08012186492008871,0.12326440756936724,-0.10227301348395236,0.0,0.0,0.0,-0.07910848640848776,0.0,-0.07762013197007893,0.0,0.0,-0.0017405852503552296,-0.0005079411746615573,-0.0010009988049390261
122,0.35992575534093424,0.03324630355660192,0.061743135176546435,0.09498943873314836,0.0,0.0,-0.06317753192576821,-0.14473024777894714,0.0,0.0,0.0,-0.11194928602660592,0.0,0.04471964016992135,0.08305076031556823,0.12777040048548957,-0.0009498943873314836,-0.0007188059641699303,-0.001996509969024826
123,0.39422095403811414,0.0,-0.14252127102040868,0.0,0.0,0.0,-0.09704713062746645,0.023467816774492892,0.0435830882954868,0.0670509050699797,0.04076422572228695,0.07570499062710433,0.11646921634939128,0.0,0.0,-0.09310295974099707,-0.0008097167837116674,-0.0011646921634939128,-0.0014802258344114643
124,0.35255868487771597,0.0,-0.11594008862602065,0.0,0.0302428231299001,0.05616524295552876,0.08640806608542885,0.0,0.0,-0.08857285233193089,0.05329729229627624,0.09898068569308445,0.15227797798936069,0.0,-0.0979755671976756,0.0,-0.0006586991190393183,-0.0015227797798936069,-0.001043725875137739
125,0.29376457740745276,0.0,0.0,0.0,0.04953089274254649,0.09198594366472919,0.1415168364072757,0.05730775869791029,0.10642869472469055,0.16373645342260085,-0.18485954440222632,0.0,0.0,0.0,0.0,-0.0655623250102758,0.0,-0.0014151683640727568,-0.0016373645342260084
126,0.29376457740745276,0.04953089274254649,0.09198594366472919,0.1415168364072757,0.0,0.0,0.0,0.007776865955363804,0.01444275105996135,0.022219617015325155,-0.18485954440222632,0.0,0.0,0.0,0.0,-0.0655623250102758,-0.0014151683640727568,-0.0014151683640727568,-0.0016373645342260084
127,0.27626955673788106,0.053894820242923754,0.10009038045114411,0.15398520069406788,0.007313718111487219,0.013582619349904837,0.020896337461392057,0.0,0.0,0.0,-0.1738503152472802,0.0,0.0,0.0,0.0,-0.06165778947599646,-0.0015398520069406787,-0.0013308886323267581,-0.0015398520069406787
128,0.2831037626968717,0.06093866988647293,0.11317181550344972,0.17411048538992266,0.02980001601776426,0.05534288689013363,0.08514290290789789,-0.09842238531235706,0.0,0.0,-0.116215901808762,0.0,0.0,0.0,0.0,-0.041217156249015355,-0.0017411048538992265,-0.0008896758248202476,-0.0010293641940430285
129,0.29773674143435946,0.04627498506807954,0.0859392579835763,0.13221424305165583,0.0,-0.06323368303428623,0.0,0.0,-0.07416021225359137,0.0,-0.1298887507701111,0.0,0.0,0.026769996587297628,0.04971570794783845,0.07648570453513608,-0.0013221424305165583,-0.0009943465539374037,-0.0017592035992887644
130,0.36049555740111366,0.0,0.0,0.0,0.03935988656089277,0.07309693218451514,0.11245681874540792,0.060351826060035585,0.11208196268292324,0.1724337887429588,0.0,-0.17514407496479287,0.0,0.0,-0.12266422621693585,0.0,0.0,-0.0011245681874540792,-0.0017243378874295882
131,0.3078699953922675,0.05154159608780987,0.09572010702021834,0.14726170310802822,0.017927511682716477,0.03329395026790203,0.0512214619506185,0.0,0.0,0.0,0.0,-0.14957633858548944,0.0,0.0,-0.10475755937869825,0.0,-0.001472617031080282,-0.000960402411574097,-0.001472617031080282
132,0.30353693042251156,0.060850450722869,0.11300797991389958,0.1738584306367686,0.04049491377333812,0.07520483986477079,0.11569975363810892,-0.11710141751859282,0.0,0.0,0.0,-0.0905783019450954,0.0,0.0,-0.06343758601238757,0.0,-0.0017385843063676858,-0.0005815867699865967,-0.000891766380646115
133,0.2800754286602928,0.05796890365317415,0.10765653535589485,0.165625439009069,0.0,-0.07921314883315676,0.0,0.014372103298962087,0.02669104898378673,0.041063152282748816,-0.16271228327672813,0.0,0.0,0.0,0.0,0.0,-0.00165625439009069,-0.0012456228672632018,-0.0012456228672632018
134,0.5822553377241025,0.0,-0.17126876787763756,0.0,0.0,0.0,0.0,0.0,-0.18011460508835,0.0,-0.1271058077580761,0.0,0.0,0.03715251628499248,0.06899753024355745,0.10615004652854992,-0.0009730420931783742,-0.0009730420931783742,-0.0020345425584638735
135,0.39418547962735256,0.0,-0.15872102908519548,0.0,0.03156137893687,0.058613989454187145,0.09017536839105715,0.0,-0.1669187898480188,0.0,0.0,0.0,0.0,0.06599197414072819,0.12255652340420949,0.18854849754493766,-0.0009017536839105714,0.0,-0.0018854849754493766
136,0.30895061141355357,0.047620482481102455,0.08843803889347598,0.13605852137457844,-0.10727561065661106,0.0,0.0,0.0,0.0,-0.06413153796620101,0.0,-0.10128994543315008,0.0,0.034615039867670276,0.06428507403995909,0.09890011390762937,-0.0013605852137457844,-0.0006503642807555872,-0.001639365419831881
137,0.33819992401430704,0.0,0.0,-0.11217707338279638,0.03305000503896596,0.06137858078665107,0.09442858582561703,0.0,-0.16022571822856382,0.0,0.0492829843819133,0.09152554242355328,0.14080852680546657,0.0,0.0,0.0,-0.00046379940979849547,-0.0014080852680546658,-0.0014080852680546658
138,0.36175963462543254,0.0,0.0,-0.09270858674199509,0.03707102048354462,0.06884618089801142,0.10591720138155604,0.0,-0.13241832264603676,0.0,0.05048674375135673,0.09376109553823392,0.14424783928959065,0.0,0.0,-0.0822547764034402,-0.00038330637908034614,-0.0014424783928959064,-0.0011637101172011092
139,0.36502178070642194,0.0,-0.12811950248700976,0.0,0.024819288072311107,0.046092963562863486,0.07091225163517459,0.0,0.0,-0.09787735984251729,0.05029561084127014,0.09340613441950169,0.14370174526077184,0.0,0.0,-0.08369490951548238,-0.0007278949362559724,-0.0014370174526077183,-0.00115336844606702
140,0.3377881185483172,0.0413205500819879,0.07673816443797753,0.11805871451996543,-0.11962658226164315,0.0,0.0,0.0,-0.09844691446972789,0.0,0.0,0.0,-0.07928712529740486,0.04802647629230097,0.08919202739998751,0.1372185036922885,-0.0011805871451996543,-0.0003885962877786357,-0.0017607813247015206
141,0.4538723340561567,0.0,0.0,-0.13354630652668045,0.0,0.0,-0.12350719502035981,0.029866356731303924,0.05546609107242158,0.0853324478037255,0.03513689027212227,0.06525422479108421,0.10039111506320648,0.0,0.0,-0.11848763926719949,-0.0005521511328476356,-0.0010039111506320649,-0.0014054756108848906
142,0.2700041281295548,0.05829948457423557,0.10827047135215177,0.16656995592638735,0.028749030032343446,0.05339105577435212,0.08214008580669556,0.0,-0.0629693647936518,0.0,-0.11028841317048363,0.0,0.0,-0.07088780711462749,0.0,0.0,-0.0016656995592638734,-0.0008442987011969177,-0.001294591341835274
143,0.30935095014937425,0.04483828435664789,0.08327109951948894,0.12810938387613685,0.0,0.0,-0.052577991696162694,0.0,-0.08120293709511305,0.0,-0.14222381163205705,0.0,0.0,0.023480978268717482,0.043607531070475325,0.0670885093391928,-0.0012810938387613684,-0.001088776019060156,-0.0017596611124520841
144,0.39240857978341437,0.0,0.0,-0.1495383338783625,0.023606697177702675,0.04384100904430497,0.06744770622200764,0.0,0.0,-0.1551589760635298,0.045246169590596796,0.0840286006682512,0.12927477025884798,0.0,0.0,0.0,-0.0006182706403684035,-0.00129274770258848,-0.00129274770258848
145,0.3899429335684526,0.0,0.0,-0.10338190262338566,0.03662609242079551,0.06801988592433451,0.10464597834513002,0.0,0.0,-0.10726768005581658,0.05158633553565452,0.09580319456621553,0.14738953010187003,0.0,-0.11865500002260469,0.0,-0.0004274355175674003,-0.0014738953010187004,-0.0008937288094591098
146,0.36132449983848114,0.0,0.0,0.0,0.04275205168171115,0.07939666740889215,0.1221487190906033,0.05496923122359722,0.10208571512953768,0.1570549463531349,0.0,-0.19023857025238536,0.0,0.0,0.0,-0.1029960784243136,0.0,-0.001221487190906033,-0.001570549463531349
147,0.36132449983848114,0.04275205168171115,0.07939666740889215,0.1221487190906033,0.0,0.0,0.0,0.012217179541886053,0.022689047720645526,0.03490622726253158,0.0,-0.19023857025238536,0.0,0.0,0.0,-0.1029960784243136,-0.001221487190906033,-0.001221487190906033,-0.0015705494635313488
148,0.31033147282320195,0.0513582945769956,0.09537968992870612,0.14673798450570172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22853472866445182,0.0,0.0,0.0,0.0,-0.0014673798450570172,-0.0014673798450570172,-0.0014673798450570172
149,0.3286313501461664,0.049995537755072726,0.09284885583084936,0.14284439358592207,0.011111751928316213,0.020636110724015822,0.03174786265233204,0.0,0.0,0.0,0.0,-0.17302551645367145,0.0,0.0,0.0,-0.09367684817241342,-0.0014284439358592208,-0.0011109653093359004,-0.0014284439358592208
150,0.3149897429586079,0.0608010037865734,0.11291614988935061,0.17371715367592402,0.03862555129559904,0.07173316669182679,0.11035871798742583,-0.12757103520519775,0.0,0.0,0.0,-0.09867658300916914,0.0,0.0,0.0,-0.053423977423570024,-0.0017371715367592402,-0.0006335843568849817,-0.0008146426579139724
151,0.33967906972434236,0.04108663566159649,0.0763037519429649,0.11739038760456139,0.0,-0.08491976743108558,0.0,0.0,-0.09959356588165574,0.0,0.0,-0.11426736433222592,0.0,0.03595080620389692,0.06676578295009428,0.1027165891539912,-0.0011739038760456139,-0.0007336899225285087,-0.0017608558140684207
152,0.42424143623828847,0.02502828131797857,0.04648109387624592,0.07150937519422448,0.0,0.0,0.0,0.04534193249843229,0.0842064460685171,0.1295483785669494,0.0,0.0,-0.14590393601992935,-0.20394293939265426,0.0,0.0,-0.0007150937519422449,-0.0007150937519422449,-0.002010577537611739
153,0.42424143623828847,0.0,0.0,0.0,0.02502828131797857,0.04648109387624592,0.07150937519422448,0.07037021381641086,0.13068753994476304,0.20105775376117388,0.0,0.0,-0.14590393601992935,-0.20394293939265426,0.0,0.0,0.0,-0.0007150937519422449,-0.002010577537611739
154,0.35127061058738795,0.06064436298373696,0.11262524554122579,0.17326960852496273,-0.1755706993925367,0.0,0.0,0.040682961213438236,0.07555407082495673,0.11623703203839497,0.0,0.0,-0.11636624384070951,0.0,0.0,0.0,-0.0017326960852496274,-0.0005703257648656777,-0.0005703257648656777
155,0.3098432995855392,0.051394647903204534,0.09544720324880843,0.14684185115201295,0.033115327204879745,0.06149989338049095,0.0946152205853707,0.0,0.0,0.0,0.0,0.0,-0.10656044671115099,-0.1489490367298794,0.0,0.0,-0.0014684185115201296,-0.0005222663056664227,-0.0014684185115201296
156,0.3046860436489154,0.06084548948489158,0.11299876618622721,0.1738442556711188,0.049840837258609105,0.09256155490884549,0.1424023921674546,-0.11815188229492188,0.0,0.0,0.0,0.0,-0.06415231049811336,-0.08967140386143098,0.0,0.0,-0.001738442556711188,-0.0003144186350366421,-0.0008840282037064605
157,0.4032526644234302,0.026633568675820632,0.04946234182652403,0.07609591050234465,0.0,0.0,-0.07801480948411685,-0.1787202247838727,0.0,0.0,0.0,0.0,-0.09703878710970303,0.05522207186178001,0.10255527631473431,0.15777734817651431,-0.0007609591050234466,-0.00047559944063965416,-0.0020533729224047974
158,0.2944756043057047,0.04911480045423367,0.09121320084357683,0.1403280012978105,0.0,-0.06711422423251188,0.0,0.0,0.0,-0.05717857220923818,-0.13785979759773592,0.0,0.0,0.020876371568259458,0.03877040434105328,0.059646775909312735,-0.001403280012978105,-0.0010553678733151728,-0.0016518356324083001
159,0.2841702344770961,0.05584841879008143,0.10371849203872265,0.15956691082880406,0.0,0.0,-0.06548862744239581,0.008383965179204452,0.015570221047093982,0.023954186226298434,-0.177147165818603,0.0,0.0,0.0,0.0,0.0,-0.0015956691082880407,-0.0013561272460250564,-0.0013561272460250564
160,0.329294816071087,0.056353323780973935,0.10465617273609445,0.1610094965170684,0.0,-0.11647366771190684,0.0,0.021132496417865222,0.039246064776035414,0.06037856119390063,0.0,-0.15672604184117392,0.0,0.0,0.0,0.0,-0.001610094965170684,-0.0010063093532316776,-0.0010063093532316776
161,0.2823703203166284,0.05789357600356502,0.1075166411494779,0.1654102171530429,0.024478853014708275,0.045460727027315365,0.06993958004202364,0.0,-0.07120377381611055,0.0,-0.12471066290191565,0.0,0.0,0.0,-0.05721585780770584,0.0,-0.0016541021715304291,-0.0009547063711101928,-0.0012344646912782872
162,0.5957753919675045,0.0,0.0,-0.16182569722320297,0.0,0.0,0.0,0.0,-0.2311402658629375,0.0,-0.08739917638641058,0.0,0.0,0.047677657718972616,0.08854422147809199,0.1362218791970646,-0.0006690731055733004,-0.0006690731055733004,-0.0020312918975439465
163,0.46273068635715287,0.0,0.0,-0.15348251278070124,0.02221022874229193,0.04124756766425645,0.06345779640654838,0.0,-0.21922345720229874,0.0,0.0,0.0,0.0,0.06742978803214299,0.12522674920255128,0.19265653723469425,-0.0006345779640654838,0.0,-0.0019265653723469426
164,0.6200557109297901,0.0,-0.19924903952983591,0.0,0.0,0.0,0.0,0.0,0.0,-0.15221702833505021,-0.14787115262342815,0.0,0.0,0.023159093881387992,0.043009745779720554,0.06616883966110855,-0.0011320085085589422,-0.0011320085085589422,-0.0017936969051700277
165,0.40066486493231135,0.0,-0.18246740150290316,0.0,0.036283300553501055,0.06738327245650196,0.10366657301000301,0.0,0.0,-0.13939663493650803,0.0,0.0,0.0,0.05749183280876382,0.1067705466448471,0.1642623794536109,-0.0010366657301000301,0.0,-0.0016426237945361092
166,0.43888139971103435,0.030022718771699344,0.055756477718870205,0.08577919649056955,0.0,0.0,0.0,0.02988363885089252,0.055498186437371824,0.08538182528826434,0.0,0.0,-0.17501932246796967,0.0,-0.17462195126566446,0.0,-0.0008577919649056955,-0.0008577919649056955,-0.001711610217788339
167,0.43888139971103435,0.0,0.0,0.0,0.030022718771699344,0.055756477718870205,0.08577919649056955,0.05990635762259186,0.11125466415624204,0.17116102177883388,0.0,0.0,-0.17501932246796967,0.0,-0.17462195126566446,0.0,0.0,-0.0008577919649056955,-0.001711610217788339
168,0.35298633869674734,0.048181868394923076,0.08948061273342857,0.13766248112835164,0.024035004153417572,0.04463643628491835,0.06867144043833592,0.0,0.0,0.0,0.0,0.0,-0.14076565987948095,0.0,-0.14044605962780113,0.0,-0.0013766248112835164,-0.0006899104069001572,-0.0013766248112835164
169,0.3268334553107024,0.06074986916018083,0.11282118558319297,0.1735710547433738,0.047859496415543164,0.08888192191458016,0.13674141833012332,-0.13839799495204919,0.0,0.0,0.0,0.0,-0.07514523655508264,0.0,-0.07497462366173843,0.0,-0.001735710547433738,-0.00036829636413250475,-0.0007348865993315676
170,0.41024276327223486,0.0,0.0,-0.11683255246634788,0.030739394319392082,0.05708744659315672,0.0878268409125488,0.0,0.0,-0.12122389451197532,0.047646061195057716,0.08848554221939291,0.13613160341445063,0.0,0.0,-0.10365852632946557,-0.00048304762501901827,-0.0013613160341445062,-0.0010100086704943109
171,0.2961866006791287,0.05744006965908266,0.10667441508115352,0.16411448474023618,0.03670880857541288,0.06817350164005248,0.10488231021546536,0.0,-0.08040376860453977,0.0,0.0,-0.09225020350949395,0.0,-0.09051459958037185,0.0,0.0,-0.0016411448474023618,-0.0005923217452477082,-0.0011672874512041952
172,0.36133067971574995,0.038408288454172795,0.07132967855774948,0.10973796701192227,0.0,0.0,-0.07298678681365053,0.0,-0.11272285736307121,0.0,0.0,-0.129331083758776,0.0,0.03259540921567613,0.06053433140054139,0.09312974061621751,-0.0010973796701192228,-0.0008304113197852386,-0.0017617087259474138
173,0.33669993783516994,0.044755798760731644,0.08311791198421592,0.12787371074494755,-0.12957192562811676,0.0,0.0,0.0,0.0,-0.0774607277172488,0.0,0.0,-0.0858787846988132,0.04180947881718411,0.07764617494619905,0.11945565376338316,-0.0012787371074494756,-0.00042090284907821997,-0.0016154593867120516
174,0.2728728427903606,0.05642560155438558,0.10479040288671608,0.16121600444110165,0.024525986024517846,0.045548259759818854,0.0700742457843367,0.0,0.0,-0.049379517421376785,-0.1190559682440797,0.0,0.0,-0.0765231475375894,0.0,0.0,-0.0016121600444110166,-0.0009114175865676496,-0.0013975069660703962
175,0.30654418761251667,0.047868908081868486,0.08889940072347004,0.13676830880533852,0.0,0.0,-0.05613174294568429,0.0,0.0,-0.06297562956762918,-0.15183673201935352,0.0,0.0,0.01676752222376496,0.031139684129849212,0.04790720635361417,-0.0013676830880533853,-0.001162366489395039,-0.0016414385529311807
176,0.3387363399021113,0.044545572113761506,0.08272749106841423,0.12727306318217574,0.0,-0.0920688579892913,0.0,0.0,0.0,-0.07843889883200933,0.0,-0.12388712378483524,0.0,0.028638693380272445,0.053186144849077396,0.08182483822934984,-0.0012727306318217574,-0.0007954566448885984,-0.0016137050271820969
177,0.3422778910080395,0.05287970364292541,0.09820516390829004,0.15108486755121545,0.0,0.0,-0.10048663483560946,0.01286446945583384,0.023891157560834275,0.03675562701666811,0.0,-0.17806024835348866,0.0,0.0,0.0,0.0,-0.0015108486755121544,-0.0011432924053454733,-0.0011432924053454733
178,0.2909181020528385,0.05761300314698468,0.10699557727297154,0.1646085804199562,0.0215272135310619,0.039979110843400674,0.06150632437446257,0.0,-0.07689557691813825,0.0,-0.13467963645371422,0.0,0.0,0.0,0.0,-0.04776550827276549,-0.0016460858041995622,-0.0010310225604549365,-0.0011929038391003855
179,0.45008759380564384,0.033845722538339625,0.06285634185691645,0.09670206439525607,0.0,0.0,0.0,0.01805105202044781,0.03352338232368879,0.051574434344136603,0.0,0.0,-0.19730576275067316,0.0,0.0,-0.15217813269955366,-0.0009670206439525607,-0.0009670206439525607,-0.0014827649873939267
180,0.45008759380564384,0.0,0.0,0.0,0.033845722538339625,0.06285634185691645,0.09670206439525607,0.051896774558787426,0.09637972418060523,0.14827649873939266,0.0,0.0,-0.19730576275067316,0.0,0.0,-0.15217813269955366,0.0,-0.0009670206439525607,-0.0014827649873939265
181,0.39240857978341437,0.045246169590596796,0.0840286006682512,0.12927477025884798,0.015737798118468444,0.029227339362869968,0.044965137481338416,0.0,0.0,0.0,0.0,0.0,-0.1720209026190317,0.0,0.0,-0.13267640732286057,-0.00129274770258848,-0.0008430963277750958,-0.00129274770258848
182,0.3430951964657826,0.060679659918877304,0.1126907969922007,0.17337045691107802,0.04640469653093548,0.08618015070030875,0.13258484723124422,-0.15326370695734237,0.0,0.0,0.0,0.0,-0.08321679456850996,0.0,0.0,-0.06418351005125418,-0.0017337045691107802,-0.00040785609679833796,-0.0006253793484241182
183,0.31710584405039705,0.05675341526718206,0.10539919978190954,0.1621526150490916,0.03243052300981832,0.06022811416109117,0.09265863717090948,0.0,-0.09433348955287203,0.0,0.0,-0.10823228512850848,0.0,0.0,-0.07580176211869015,0.0,-0.001621526150490916,-0.0006949397787818211,-0.0010655743274654594
184,0.37924211672033215,0.03619260808208012,0.06721484358100593,0.10340745166308606,0.0,-0.10537565557868003,0.0,0.0,-0.12358415023586426,0.0,0.0,0.0,-0.09953213929866055,0.044610811910101425,0.08284865069018836,0.12745946260028979,-0.0010340745166308605,-0.0004878196769153329,-0.0017624143029182308
185,0.28677155113995256,0.05571551774673168,0.10347167581535885,0.15918719356209055,0.019265515986620255,0.03577881540372333,0.055044331390343586,0.0,0.0,-0.056423360188695655,-0.13603895156621246,0.0,0.0,0.0,-0.06241314999057897,0.0,-0.0015918719356209053,-0.0010414286217174694,-0.0013465992276786038
186,0.6496105644153569,0.0,0.0,-0.19739931251564097,0.0,0.0,0.0,0.0,0.0,-0.20481888764713155,-0.1066118523148682,0.0,0.0,0.031162215552260494,0.05787268602562663,0.08903490157788713,-0.0008161532644639654,-0.0008161532644639654,-0.0017065022802428367
187,0.48579003741063953,0.0,0.0,-0.1851239665788898,0.026789016995521487,0.04975103156311133,0.07654004855863282,0.0,0.0,-0.19208215281149277,0.0,0.0,0.0,0.056013399172454015,0.1040248841774146,0.1600382833498686,-0.0007654004855863282,0.0,-0.001600382833498686
188,0.38512468785484116,0.05452076100711117,0.1012528418703493,0.15577360287746048,0.0,-0.15873851701274466,0.0,0.028800854373766213,0.05348730097985154,0.08228815535361775,0.0,0.0,-0.14993580918296961,0.0,0.0,0.0,-0.0015577360287746048,-0.0007348544752384272,-0.0007348544752384272
